primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappearance_count,sqrt_reappearance,reappears_after_first
imagine dragons,2012,"""It's Time""","""imagine dragons""",TRUE,13,Kid Ina Korner / Interscope,2012-09-04,Kid Ina Korner; Interscope,2010,FALSE,91,12,3.4641016151377544,TRUE
cash out,2012,"""Cashin' Out""","""cash out""",TRUE,1,Epic,2012-03-26,Epic,2010,TRUE,92,0,0,FALSE
lee brice,2012,"""Hard to Love""","""lee brice""",TRUE,4,Curb Records,2012-04-24,Curb Records,2010,FALSE,95,3,1.7320508075688772,TRUE
kip moore,2012,"""Somethin' 'Bout a Truck""","""kip moore""",TRUE,1,MCA Nashville,2012-01-01,MCA Nashville,2010,FALSE,96,0,0,FALSE
macklemore,2013,"""Thrift Shop""","[""macklemore"",""ryan lewis"",""wanz""]",TRUE,5,Macklemore,2012-10-09,Macklemore,2010,FALSE,1,4,2,TRUE
baauer,2013,"""Harlem Shake""","""baauer""",TRUE,1,Rhino Atlantic,1973-01-01,Rhino Atlantic,2010,FALSE,4,0,0,FALSE
florida georgia line,2013,"""Cruise""","[""florida georgia line"",""nelly""]",TRUE,7,BMX,2012-01-01,BMX,2010,FALSE,9,6,2.449489742783178,TRUE
daft punk,2013,"""Get Lucky""","[""daft punk"",""pharrell williams""]",TRUE,1,Daft Life Ltd./ADA France,2001-03-12,Daft Life Ltd.; ADA France,2010,FALSE,14,0,0,FALSE
lorde,2013,"""Royals""","""lorde""",TRUE,3,Universal Music New Zealand Limited,2013-01-01,Universal Music New Zealand Limited,2010,FALSE,15,2,1.4142135623730951,TRUE
avicii,2013,"""Wake Me Up""","""avicii""",TRUE,3,Universal Music AB,2013-01-01,Universal Music AB,2010,FALSE,19,2,1.4142135623730951,TRUE
anna kendrick,2013,"""Cups (Pitch Perfect's When I'm Gone)""","""anna kendrick""",TRUE,1,Red Zone Entertainment / IDJ,2011-01-01,Red Zone Entertainment; IDJ,2010,FALSE,21,0,0,FALSE
will.i.am,2013,"""Scream & Shout""","[""will.i.am"",""britney spears""]",TRUE,2,Interscope,2013-01-01,Interscope,2010,FALSE,23,1,1,TRUE
zedd,2013,"""Clarity""","[""zedd"",""foxes""]",TRUE,4,Interscope,2012,Interscope,2010,FALSE,24,3,1.7320508075688772,TRUE
awolnation,2013,"""Sail""","""awolnation""",TRUE,1,Red Bull Records,2011-03-15,Red Bull Records,2010,FALSE,25,0,0,FALSE
swedish house mafia,2013,"""Don't You Worry Child""","[""swedish house mafia"",""john martin""]",TRUE,1,Bad Boy Records,1994-09-13,Bad Boy Records,2010,FALSE,26,0,0,FALSE
icona pop,2013,"""I Love It""","[""icona pop"",""charli xcx""]",TRUE,1,Big Beat Records/Atlantic,2012-06-19,Big Beat Records; Atlantic,2010,FALSE,28,0,0,FALSE
capital cities,2013,"""Safe and Sound""","""capital cities""",TRUE,1,"Lazy Hooks, LLC",2013-06-04,"Lazy Hooks, LLC",2010,FALSE,29,0,0,FALSE
ariana grande,2013,"""The Way""","[""ariana grande"",""mac miller""]",TRUE,21,Universal Records,2013-01-01,Universal Records,2010,FALSE,31,20,4.47213595499958,TRUE
asap rocky,2013,"""Fuckin' Problems""","[""asap rocky"",""drake"",""2 chainz"",""kendrick lamar""]",TRUE,1,A$AP Worldwide/Polo Grounds Music/RCA Records,2011-10-31,A$AP Worldwide; Polo Grounds Music; RCA Records,2010,TRUE,41,0,0,FALSE
lana del rey,2013,"""Summertime Sadness""","[""lana del rey"",""cédric gervais""]",TRUE,1,Urban,2012-01-01,Urban,2010,FALSE,45,0,0,FALSE
mumford,2013,"""I Will Wait""","[""mumford"",""sons""]",TRUE,1,Gasoline Alley,1996-07-30,Gasoline Alley,2010,FALSE,52,0,0,FALSE
darius rucker,2013,"""Wagon Wheel""","""darius rucker""",TRUE,1,Capitol Records Nashville,2013-01-01,Capitol Records Nashville,2010,FALSE,54,0,0,FALSE
wale,2013,"""Bad""","[""wale"",""tiara thomas or rihanna""]",TRUE,1,MMG/Atlantic,2013-02-05,MMG; Atlantic,2010,FALSE,59,0,0,FALSE
of monsters,2013,"""Little Talks""","[""of monsters"",""men""]",TRUE,1,Universal Records,2012-01-01,Universal Records,2010,FALSE,65,0,0,FALSE
ylvis,2013,"""The Fox (What Does the Fox Say?)""","""ylvis""",TRUE,1,WM Norway,2013-09-02,WM Norway,2010,FALSE,73,0,0,FALSE
ed sheeran,2013,"""The A Team""","""ed sheeran""",TRUE,16,Atlantic Records UK,2011-09-09,Atlantic Records UK,2010,FALSE,75,15,3.872983346207417,TRUE
kendrick lamar,2013,"""Swimming Pools (Drank)""","""kendrick lamar""",TRUE,8,Aftermath,2012,Aftermath,2010,TRUE,79,7,2.6457513110645907,TRUE
olly murs,2013,"""Troublemaker""","[""olly murs"",""flo rida""]",TRUE,1,Epic,2011,Epic,2010,TRUE,82,0,0,FALSE
rocko,2013,"""U.O.E.N.O.""","[""rocko"",""future"",""rick ross""]",TRUE,1,Rocky Road Records,2013-03-05,Rocky Road Records,2010,FALSE,87,0,0,FALSE
emeli sandé,2013,"""Next to Me""","""emeli sandé""",TRUE,1,Virgin,2012-01-01,Virgin,2010,FALSE,88,0,0,FALSE
thomas rhett,2013,"""It Goes Like This""","""thomas rhett""",TRUE,5,"The Valory Music Co., LLC",2013-01-01,"The Valory Music Co., LLC",2010,FALSE,90,4,2,TRUE
ace hood,2013,"""Bugatti""","[""ace hood"",""future"",""rick ross""]",TRUE,1,We The Best Music/Cash Money Records,2013-01-01,We The Best Music; Cash Money Records,2010,FALSE,91,0,0,FALSE
passenger,2013,"""Let Her Go""","""passenger""",TRUE,2,Nettwerk Music Group,2012-08-28,Nettwerk Music Group,2010,FALSE,97,1,1,TRUE
randy houser,2013,"""Runnin' Outta Moonlight""","""randy houser""",TRUE,1,VoiceExpress,2000,VoiceExpress,2010,FALSE,98,0,0,FALSE
pharrell williams,2014,"""Happy""","""pharrell williams""",TRUE,1,Nytingale Records,2011-10-21,Nytingale Records,2010,FALSE,1,0,0,FALSE
iggy azalea,2014,"""Fancy""","[""iggy azalea"",""charli xcx""]",TRUE,2,EMI,2014-01-01,EMI,2010,FALSE,4,1,1,TRUE
magic!,2014,"""Rude""","""magic!""",TRUE,1,Latium Records/RCA Records,2013-10-11,Latium Records; RCA Records,2010,TRUE,7,0,0,FALSE
meghan trainor,2014,"""All About That Bass""","""meghan trainor""",TRUE,9,Epic,2014-06-30,Epic,2010,TRUE,8,8,2.8284271247461903,TRUE
sam smith,2014,"""Stay with Me""","""sam smith""",TRUE,10,PLG - Capitol,2014-05-26,PLG - Capitol,2010,FALSE,10,9,3,TRUE
bastille,2014,"""Pompeii""","""bastille""",TRUE,1,EMI (Virgin),2013-01-01,EMI (Virgin),2010,FALSE,12,0,0,FALSE
nico,2014,"""Am I Wrong""","[""nico"",""vinz""]",TRUE,1,Roc-A-Fella,2008-11-24,Roc-A-Fella,2010,FALSE,14,0,0,FALSE
dj snake,2014,"""Turn Down for What""","[""dj snake"",""lil jon""]",TRUE,6,Epic,2001-06-28,Epic,2010,TRUE,15,5,2.23606797749979,TRUE
a great big world,2014,"""Say Something""","[""a great big world"",""christina aguilera""]",TRUE,1,KATHARINE MCPHEE,2010,KATHARINE MCPHEE,2010,FALSE,17,0,0,FALSE
idina menzel,2014,"""Let It Go""","""idina menzel""",TRUE,1,Walt Disney Records,2013-01-01,Walt Disney Records,2010,FALSE,21,0,0,FALSE
sia,2014,"""Chandelier""","""sia""",TRUE,4,Vitamin Records,2014-08-19,Vitamin Records,2010,FALSE,25,3,1.7320508075688772,TRUE
disclosure,2014,"""Latch""","[""disclosure"",""sam smith""]",TRUE,1,Universal-Island Records Ltd.,2012-01-01,Universal-Island Records Ltd.,2010,FALSE,28,0,0,FALSE
american authors,2014,"""Best Day of My Life""","""american authors""",TRUE,1,Island Records,2014-01-01,Island Records,2010,FALSE,31,0,0,FALSE
tove lo,2014,"""Habits (Stay High)""","""tove lo""",TRUE,3,Universal Music AB,2014-01-01,Universal Music AB,2010,FALSE,32,2,1.4142135623730951,TRUE
charli xcx,2014,"""Boom Clap""","""charli xcx""",TRUE,1,Atlantic Records UK,2014-12-15,Atlantic Records UK,2010,FALSE,34,0,0,FALSE
clean bandit,2014,"""Rather Be""","[""clean bandit"",""jess glynne""]",TRUE,2,Atlantic Records,2014-01-17,Atlantic Records,2010,FALSE,41,1,1,TRUE
kid ink,2014,"""Show Me""","[""kid ink"",""chris brown""]",TRUE,1,Tha Alumni Music Group/88 Classic/RCA Records,2014-01-06,Tha Alumni Music Group; 88 Classic; RCA Records,2010,TRUE,43,0,0,FALSE
aloe blacc,2014,"""The Man""","""aloe blacc""",TRUE,1,Interscope,2013-01-01,Interscope,2010,FALSE,48,0,0,FALSE
mkto,2014,"""Classic""","""mkto""",TRUE,1,Columbia/M2V,2012,Columbia; M2V,2010,FALSE,50,0,0,FALSE
bobby shmurda,2014,"""Hot Boy""","""bobby shmurda""",TRUE,1,Integrity Music (US),1993,Integrity Music (US),2010,FALSE,54,0,0,FALSE
yg,2014,"""My Hitta""","[""yg"",""jeezy"",""rich homie quan""]",TRUE,2,Def Jam Recordings,2013-01-01,Def Jam Recordings,2010,TRUE,58,1,1,TRUE
echosmith,2014,"""Cool Kids""","""echosmith""",TRUE,1,Hitmix Music,2011-01-10,Hitmix Music,2010,FALSE,59,0,0,FALSE
tinashe,2014,"""2 On""","[""tinashe"",""schoolboy q""]",TRUE,1,RCA Records Label,2014-10-01,RCA Records Label,2010,FALSE,65,0,0,FALSE
brantley gilbert,2014,"""Bottoms Up""","""brantley gilbert""",TRUE,1,Average Joes Entertainment,2008,Average Joes Entertainment,2010,FALSE,68,0,0,FALSE
becky g,2014,"""Shower""","""becky g""",TRUE,2,Kemosabe Records/RCA Records,2014-04-23,Kemosabe Records; RCA Records,2010,TRUE,69,1,1,TRUE
rixton,2014,"""Me and My Broken Heart""","""rixton""",TRUE,1,Silent Records/Giant Little Man,2014-01-01,Silent Records; Giant Little Man,2010,FALSE,70,0,0,FALSE
martin garrix,2014,"""Animals""","""martin garrix""",TRUE,1,STMPD RCRDS,2013-06-17,STMPD RCRDS,2010,FALSE,71,0,0,FALSE
rich gang,2014,"""Lifestyle""","[""rich gang"",""young thug"",""rich homie quan""]",TRUE,1,Aftermath,2012,Aftermath,2010,TRUE,72,0,0,FALSE
the neighbourhood,2014,"""Sweater Weather""","""the neighbourhood""",TRUE,1,the [r]evolve group,2012-08-07,the [r]evolve group,2010,FALSE,75,0,0,FALSE
sam hunt,2014,"""Leave the Night On""","""sam hunt""",TRUE,5,YEARS GONE BY,2008-07-23,YEARS GONE BY,2010,FALSE,76,4,2,TRUE
naughty boy,2014,"""La La La""","[""naughty boy"",""sam smith""]",TRUE,1,Saregama,1980-12-01,Saregama,2010,FALSE,82,0,0,FALSE
5 seconds of summer,2014,"""Amnesia""","""5 seconds of summer""",TRUE,4,Morr Music,2002-08-26,Morr Music,2010,FALSE,86,3,1.7320508075688772,TRUE
kongos,2014,"""Come with Me Now""","""kongos""",TRUE,1,Epic,2014-01-27,Epic,2010,TRUE,88,0,0,FALSE
mike will made-it,2014,"""23""","[""mike will made-it"",""miley cyrus"",""wiz khalifa"",""and juicy j""]",TRUE,1,Mike WiLL Made-It,2013-01-01,Mike WiLL Made-It,2010,FALSE,90,0,0,FALSE
schoolboy q,2014,"""Studio""","[""schoolboy q"",""bj the chicago kid""]",TRUE,1,Syntax Records,2007-03-27,Syntax Records,2010,FALSE,96,0,0,FALSE
mark ronson,2015,"""Uptown Funk""","[""mark ronson"",""bruno mars""]",TRUE,1,fyto inc.,2009-02-04,fyto inc.,2010,FALSE,1,0,0,FALSE
fetty wap,2015,"""Trap Queen""","""fetty wap""",TRUE,4,300 Entertainment/RGF Productions,2015-05-04,300 Entertainment; RGF Productions,2010,FALSE,4,3,1.7320508075688772,TRUE
walk the moon,2015,"""Shut Up and Dance""","""walk the moon""",TRUE,1,Ninja Tune,1999-01-01,Ninja Tune,2010,FALSE,6,0,0,FALSE
silentó,2015,"""Watch Me""","""silentó""",TRUE,2,Capitol Records (US1A),2015-05-04,Capitol Records (US1A),2010,FALSE,8,1,1,TRUE
the weeknd,2015,"""Earned It""","""the weeknd""",TRUE,18,Columbia/Legacy,1977,Columbia; Legacy,2010,FALSE,9,17,4.123105625617661,TRUE
omi,2015,"""Cheerleader (Felix Jaehn Remix)""","""omi""",TRUE,1,Ultra/Louder Than Life/Columbia,2015-03-06,Ultra; Louder Than Life; Columbia,2010,FALSE,11,0,0,FALSE
hozier,2015,"""Take Me to Church""","""hozier""",TRUE,2,Rubyworks,2013-09-13,Rubyworks,2010,FALSE,14,1,1,TRUE
major lazer,2015,"""Lean On""","[""major lazer"",""dj snake"",""mø""]",TRUE,3,DML Music IP,2015-06-01,DML Music IP,2010,FALSE,16,2,1.4142135623730951,TRUE
skrillex,2015,"""Where Are Ü Now""","[""skrillex"",""diplo (jack ü)"",""justin bieber""]",TRUE,1,OWSLA/Mad Decent,2015-02-24,OWSLA; Mad Decent,2010,FALSE,19,0,0,FALSE
rachel platten,2015,"""Fight Song""","""rachel platten""",TRUE,1,Portrait/Sony Masterworks,2012,Portrait; Sony Masterworks,2010,FALSE,20,0,0,FALSE
fifth harmony,2015,"""Worth It""","[""fifth harmony"",""kid ink""]",TRUE,3,Syco Music/Epic,2015,Syco Music; Epic,2010,TRUE,23,2,1.4142135623730951,TRUE
andy grammer,2015,"""Honey, I'm Good.""","""andy grammer""",TRUE,1,S-Curve Records,2014-08-05,S-Curve Records,2010,FALSE,25,0,0,FALSE
shawn mendes,2015,"""Stitches""","""shawn mendes""",TRUE,11,Island Records,2015-04-14,Island Records,2010,FALSE,36,10,3.1622776601683795,TRUE
nick jonas,2015,"""Jealous""","""nick jonas""",TRUE,3,Spite,2014-03-21,Spite,2010,FALSE,38,2,1.4142135623730951,TRUE
r. city,2015,"""Locked Away""","[""r. city"",""adam levine""]",TRUE,1,Mass Appeal,2007-07-31,Mass Appeal,2010,FALSE,40,0,0,FALSE
natalie la rose,2015,"""Somebody""","[""natalie la rose"",""jeremih""]",TRUE,1,Universal Records,2014-01-06,Universal Records,2010,FALSE,41,0,0,FALSE
rich homie quan,2015,"""Flex (Ooh, Ooh, Ooh)""","""rich homie quan""",TRUE,1,"Think It's A Game Entertainment, LLC / Rich Homiez",2014-02-28,"Think It's A Game Entertainment, LLC; Rich Homiez",2010,FALSE,49,0,0,FALSE
t-wayne,2015,"""Nasty Freestyle""","""t-wayne""",TRUE,1,300 Entertainment/Unauthorized Entertinament,2015-05-04,300 Entertainment; Unauthorized Entertinament,2010,FALSE,50,0,0,FALSE
x ambassadors,2015,"""Renegades""","""x ambassadors""",TRUE,2,Kid Ina Korner / Interscope,2015-06-30,Kid Ina Korner; Interscope,2010,FALSE,54,1,1,TRUE
ariana grande and the weeknd,2015,"""Love Me Harder""","""ariana grande and the weeknd""",TRUE,1,Universal Records,2014-08-22,Universal Records,2010,FALSE,56,0,0,FALSE
meek mill,2015,"""All Eyes on You""","[""meek mill"",""chris brown"",""nicki minaj""]",TRUE,2,MMG/Atlantic,2015-06-29,MMG; Atlantic,2010,FALSE,69,1,1,TRUE
rae sremmurd,2015,"""No Type""","""rae sremmurd""",TRUE,4,P.I.N.T,2014-05-09,P.I.N.T,2010,FALSE,70,3,1.7320508075688772,TRUE
vance joy,2015,"""Riptide""","""vance joy""",TRUE,1,Spite,2014-03-21,Spite,2010,FALSE,71,0,0,FALSE
jidenna,2015,"""Classic Man""","[""jidenna"",""roman gianarthur""]",TRUE,1,Wondaland Records/Epic,2015-02-03,Wondaland Records; Epic,2010,TRUE,72,0,0,FALSE
elle king,2015,"""Ex's & Oh's""","""elle king""",TRUE,2,RCA Records Label,2014-09-23,RCA Records Label,2010,FALSE,73,1,1,TRUE
charlie puth,2015,"""Marvin Gaye""","[""charlie puth"",""meghan trainor""]",TRUE,5,Wati B,2009,Wati B,2010,FALSE,75,4,2,TRUE
james newton howard,2015,"""The Hanging Tree""","[""james newton howard"",""jennifer lawrence""]",TRUE,1,"Tommy Boy Music, LLC",1991-10-15,"Tommy Boy Music, LLC",2010,FALSE,78,0,0,FALSE
o.t. genasis,2015,"""CoCo""","""o.t. genasis""",TRUE,2,4AD,2012-02-21,4AD,2010,FALSE,79,1,1,TRUE
ilovemakonnen,2015,"""Tuesday""","[""ilovemakonnen"",""drake""]",TRUE,1,OVO Sound,2014-09-01,OVO Sound,2010,TRUE,82,0,0,FALSE
ilovememphis,2015,"""Hit the Quan""","""ilovememphis""",TRUE,1,"Records Label, LLC",2015-10-09,"Records Label, LLC",2010,FALSE,83,0,0,FALSE
george ezra,2015,"""Budapest""","""george ezra""",TRUE,1,Columbia,2013-11-03,Columbia,2010,FALSE,89,0,0,FALSE
ella henderson,2015,"""Ghost""","""ella henderson""",TRUE,1,Syco Music,2014-06-08,Syco Music,2010,FALSE,93,0,0,FALSE
alessia cara,2015,"""Here""","""alessia cara""",TRUE,3,"EP Entertainment, LLC / Def Jam",2015-11-13,"EP Entertainment, LLC; Def Jam",2010,FALSE,94,2,1.4142135623730951,TRUE
mr probz,2015,"""Waves (Robin Schulz Remix)""","""mr probz""",TRUE,1,Left Lane Recordings,2013-11-22,Left Lane Recordings,2010,FALSE,95,0,0,FALSE
nicky jam,2015,"""El Perdón""","[""nicky jam"",""enrique iglesias""]",TRUE,2,Sony Music Latin,2017-01-20,Sony Music Latin,2010,FALSE,96,1,1,TRUE
twenty one pilots,2016,"""Stressed Out""","""twenty one pilots""",TRUE,4,Fueled By Ramen,2015-05-15,Fueled By Ramen,2010,FALSE,5,3,1.7320508075688772,TRUE
desiigner,2016,"""Panda""","""desiigner""",TRUE,2,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,2016-02-26,Getting Out Our Dreams Inc. (G.O.O.D.) Music; IDJ,2010,FALSE,6,1,1,TRUE
the chainsmokers,2016,"""Don't Let Me Down""","[""the chainsmokers"",""daya""]",TRUE,6,Disruptor Records/Columbia,2016-02-05,Disruptor Records; Columbia,2010,FALSE,8,5,2.23606797749979,TRUE
lukas graham,2016,"""7 Years""","""lukas graham""",TRUE,1,Warner Records,2016-04-01,Warner Records,2010,FALSE,12,0,0,FALSE
dnce,2016,"""Cake by the Ocean""","""dnce""",TRUE,1,Kidz Bop,2016-01-01,Kidz Bop,2010,FALSE,18,0,0,FALSE
g-eazy,2016,"""Me, Myself & I""","[""g-eazy"",""bebe rexha""]",TRUE,3,BPG/RVG/RCA Records,2015-12-04,BPG; RVG; RCA Records,2010,TRUE,19,2,1.4142135623730951,TRUE
zayn,2016,"""Pillowtalk""","""zayn""",TRUE,2,RCA Records Label,2016-02-25,RCA Records Label,2010,FALSE,22,1,1,TRUE
future,2016,"""Low Life""","[""future"",""the weeknd""]",TRUE,9,Epic/Freebandz/A1,2016-04-13,Epic; Freebandz; A1,2010,TRUE,30,8,2.8284271247461903,TRUE
p!nk,2016,"""Just Like Fire""","""p!nk""",TRUE,2,RCA Records/Walt Disney Records,2016-04-15,RCA Records; Walt Disney Records,2010,TRUE,33,1,1,TRUE
dram,2016,"""Broccoli""","[""dram"",""lil yachty""]",TRUE,2,Rhino Atlantic,2000,Rhino Atlantic,2010,FALSE,34,1,1,TRUE
bryson tiller,2016,"""Don't""","""bryson tiller""",TRUE,3,TrapSoul/RCA Records,2015-10-02,TrapSoul; RCA Records,2010,TRUE,35,2,1.4142135623730951,TRUE
gnash,2016,"""I Hate U, I Love U""","[""gnash"",""olivia o'brien""]",TRUE,1,SONIC GROOVE,2012-02-29,SONIC GROOVE,2010,FALSE,38,0,0,FALSE
james bay,2016,"""Let It Go""","""james bay""",TRUE,1,Universal Records,2014-12-15,Universal Records,2010,FALSE,44,0,0,FALSE
zara larsson,2016,"""Never Forget You""","[""zara larsson"",""mnek""]",TRUE,1,Legacy Recordings,2016-12-30,Legacy Recordings,2010,FALSE,46,0,0,FALSE
kent jones,2016,"""Don't Mind""","""kent jones""",TRUE,1,Broken Bow Records,2010-11-02,Broken Bow Records,2010,FALSE,48,0,0,FALSE
kiiara,2016,"""Gold""","""kiiara""",TRUE,1,Atlantic Records,2016-03-22,Atlantic Records,2010,FALSE,52,0,0,FALSE
kevin gates,2016,"""2 Phones""","""kevin gates""",TRUE,2,Duetti,2013-03-12,Duetti,2010,FALSE,57,1,1,TRUE
flume,2016,"""Never Be Like You""","[""flume"",""kai""]",TRUE,1,Mom+Pop,2016-01-16,Mom+Pop,2010,FALSE,60,0,0,FALSE
post malone,2016,"""White Iverson""","""post malone""",TRUE,18,Universal Records,2016-12-09,Universal Records,2010,FALSE,65,17,4.123105625617661,TRUE
yo gotti,2016,"""Down in the DM""","[""yo gotti"",""nicki minaj""]",TRUE,2,Epic/CMG,2016-02-19,Epic; CMG,2010,TRUE,69,1,1,TRUE
tory lanez,2016,"""Luv""","""tory lanez""",TRUE,2,Benny Blanco Major,2016-08-19,Benny Blanco Major,2010,FALSE,70,1,1,TRUE
travis scott,2016,"""Antidote""","""travis scott""",TRUE,7,Cactus Jack / Epic,2015-09-04,Cactus Jack; Epic,2010,TRUE,75,6,2.449489742783178,TRUE
ruth b,2016,"""Lost Boy""","""ruth b""",TRUE,1,Columbia,2015-08-21,Columbia,2010,FALSE,76,0,0,FALSE
daya,2016,"""Sit Still, Look Pretty""","""daya""",TRUE,2,Artbeatz - Daya,2016-08-30,Artbeatz - Daya,2010,FALSE,78,1,1,TRUE
hailee steinfeld,2016,"""Starving""","[""hailee steinfeld"",""grey"",""zedd""]",TRUE,2,Universal Records,2016-07-22,Universal Records,2010,FALSE,94,1,1,TRUE
luis fonsi,2017,"""Despacito (Remix)""","[""luis fonsi"",""daddy yankee"",""justin bieber""]",TRUE,1,Musicom,2017,Musicom,2010,FALSE,2,0,0,FALSE
migos,2017,"""Bad and Boujee""","[""migos"",""lil uzi vert""]",TRUE,6,Quality Control Music,2016-10-28,Quality Control Music,2010,FALSE,6,5,2.23606797749979,TRUE
james arthur,2017,"""Say You Won't Let Go""","""james arthur""",TRUE,1,Columbia,2016-09-09,Columbia,2010,FALSE,11,0,0,FALSE
lil uzi vert,2017,"""XO Tour Llif3""","""lil uzi vert""",TRUE,2,Generation Now/Atlantic,2017-08-25,Generation Now; Atlantic,2010,FALSE,13,1,1,TRUE
french montana,2017,"""Unforgettable""","[""french montana"",""swae lee""]",TRUE,1,Coke Boys Music Group,2011-02-16,Coke Boys Music Group,2010,FALSE,15,0,0,FALSE
khalid,2017,"""Location""","""khalid""",TRUE,7,"Right Hand Music Group, LLC/RCA Records",2017-03-17,"Right Hand Music Group, LLC; RCA Records",2010,TRUE,21,6,2.449489742783178,TRUE
cardi b,2017,"""Bodak Yellow""","""cardi b""",TRUE,10,Atlantic/KSR,2018-04-05,Atlantic; KSR,2010,FALSE,24,9,3,TRUE
childish gambino,2017,"""Redbone""","""childish gambino""",TRUE,2,Glassnote - VMG,2011-11-15,Glassnote - VMG,2010,FALSE,25,1,1,TRUE
kygo,2017,"""It Ain't Me""","[""kygo"",""selena gomez""]",TRUE,1,Interscope,2017-02-17,Interscope,2010,FALSE,27,0,0,FALSE
kyle,2017,"""iSpy""","[""kyle"",""lil yachty""]",TRUE,1,independently popular.,2016-12-02,independently popular.,2010,FALSE,28,0,0,FALSE
julia michaels,2017,"""Issues""","""julia michaels""",TRUE,1,Universal Music LLC,2012-01-01,Universal Music LLC,2010,FALSE,29,0,0,FALSE
logic,2017,"""1-800-273-8255""","[""logic"",""alessia cara"",""khalid""]",TRUE,2,Def Jam Recordings,2017-05-05,Def Jam Recordings,2010,TRUE,31,1,1,TRUE
niall horan,2017,"""Slow Hands""","""niall horan""",TRUE,1,Capitol Records (US1A),2017-05-04,Capitol Records (US1A),2010,FALSE,32,0,0,FALSE
liam payne,2017,"""Strip That Down""","[""liam payne"",""quavo""]",TRUE,1,Capitol Records UK / EMI,2017-05-18,Capitol Records UK; EMI,2010,FALSE,36,0,0,FALSE
machine gun kelly,2017,"""Bad Things""","[""machine gun kelly"",""camila cabello""]",TRUE,2,Bad Boy / Interscope,2017-05-12,Bad Boy; Interscope,2010,FALSE,41,1,1,TRUE
portugal. the man,2017,"""Feel It Still""","""portugal. the man""",TRUE,2,Polyvinyl Records,2017-04-07,Polyvinyl Records,2010,FALSE,45,1,1,TRUE
21 savage,2017,"""Bank Account""","""21 savage""",TRUE,3,"Slaughter Gang, LLC/Epic Records",2017-07-06,"Slaughter Gang, LLC; Epic Records",2010,FALSE,48,2,1.4142135623730951,TRUE
j balvin,2017,"""Mi Gente""","[""j balvin"",""willy william"",""beyoncé""]",TRUE,2,UMLE - Latino,2017-06-30,UMLE - Latino,2010,FALSE,50,1,1,TRUE
kodak black,2017,"""Tunnel Vision""","""kodak black""",TRUE,3,Dollaz N Dealz,2015-12-26,Dollaz N Dealz,2010,FALSE,55,2,1.4142135623730951,TRUE
brett young,2017,"""In Case You Didn't Know""","""brett young""",TRUE,2,"Big Machine Label Group, LLC",2017-02-10,"Big Machine Label Group, LLC",2010,FALSE,57,1,1,TRUE
halsey,2017,"""Now or Never""","""halsey""",TRUE,4,Astralwerks (ASW),2017-06-02,Astralwerks (ASW),2010,FALSE,59,3,1.7320508075688772,TRUE
aminé,2017,"""Caroline""","""aminé""",TRUE,1,Universal Records,2017-07-28,Universal Records,2010,FALSE,60,0,0,FALSE
ayo,2017,"""Rolex""","[""ayo"",""teo""]",TRUE,1,SHONUFF DIGITAL MEDIA,2017-03-03,SHONUFF DIGITAL MEDIA,2010,FALSE,61,0,0,FALSE
