primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year
reo speedwagon,1985,"""Can't Fight This Feeling""","""reo speedwagon""",FALSE,4,Epic,1976-05-21
starship,1985,"""We Built This City""","""starship""",TRUE,3,Rhino,1985-09-10
huey lewis and the news,1985,"""The Power of Love""","""huey lewis and the news""",FALSE,10,Geffen*,1985-01-01
simple minds,1985,"""Don't You (Forget About Me)""","""simple minds""",TRUE,2,UMC (Universal Music Catalogue),1985
kool,1985,"""Cherish""","[""kool"",""the gang""]",FALSE,13,Mercury Records,1984-11-15
john parr,1985,"""St. Elmo's Fire (Man in Motion)""","""john parr""",TRUE,1,Atlantic Records,1985-01-01
glenn frey,1985,"""The Heat Is On""","""glenn frey""",TRUE,2,Geffen*,1993-01-01
usa for africa,1985,"""We Are the World""","""usa for africa""",TRUE,1,USA for Africa,1985-01-01
tears for fears,1985,"""Shout""","""tears for fears""",FALSE,5,EMI,1983-03-07
stevie wonder,1985,"""Part-Time Lover""","""stevie wonder""",FALSE,18,Motown,1985-09-13
whitney houston,1985,"""Saving All My Love for You""","""whitney houston""",TRUE,22,Arista,1985-02-14
bryan adams,1985,"""Heaven""","""bryan adams""",FALSE,12,A&M,1984-11-05
wham!,1985,"""Everything She Wants""","""wham!""",FALSE,7,Sony Music CG,1984
new edition,1985,"""Cool It Now""","""new edition""",TRUE,4,Geffen*,1984-01-01
jan hammer,1985,"""Miami Vice Theme""","""jan hammer""",TRUE,1,Geffen,1987-01-01
billy ocean,1985,"""Loverboy""","""billy ocean""",FALSE,6,Columbia,1980
teena marie,1985,"""Lovergirl""","""teena marie""",TRUE,1,Epic/Legacy,1985-11-11
glenn frey,1985,"""You Belong to the City""","""glenn frey""",FALSE,2,Geffen*,1995-01-01
ready for the world,1985,"""Oh Sheila""","""ready for the world""",TRUE,2,Geffen*,1985-01-01
debarge,1985,"""Rhythm of the Night""","""debarge""",FALSE,4,UNI/MOTOWN,1985
phil collins,1985,"""One More Night""","""phil collins""",FALSE,14,Rhino,1982-11-05
the honeydrippers,1985,"""Sea of Love""","""the honeydrippers""",TRUE,1,Rhino Atlantic,1984
duran duran,1985,"""A View to a Kill""","""duran duran""",FALSE,11,Cherry Red Records,1986-01-01
duran duran,1985,"""The Wild Boys""","""duran duran""",FALSE,11,Parlophone UK,1984-11-12
chicago,1985,"""You're the Inspiration""","""chicago""",FALSE,15,Rhino/Warner Records,1984-05-14
the pointer sisters,1985,"""Neutron Dance""","""the pointer sisters""",FALSE,8,RCA/Legacy,1983-04-01
pat benatar,1985,"""We Belong""","""pat benatar""",FALSE,5,Capitol Records,1984
commodores,1985,"""Nightshift""","""commodores""",FALSE,8,UNI/MOTOWN,1985-01-01
howard jones,1985,"""Things Can Only Get Better""","""howard jones""",TRUE,2,Cherry Red Records,1985-03-11
jack wagner,1985,"""All I Need""","""jack wagner""",TRUE,1,Rhino/Warner Records,1984-01-01
aretha franklin,1985,"""Freeway of Love""","""aretha franklin""",FALSE,9,Rhino Atlantic,1968-06-14
corey hart,1985,"""Never Surrender""","""corey hart""",FALSE,2,CAPITOL CATALOG MKT (C92),1985-01-01
phil collins,1985,"""Sussudio""","""phil collins""",FALSE,14,Rhino,1985-01-25
sheena easton,1985,"""Strut""","""sheena easton""",FALSE,7,RT Industries,1984
whitney houston,1985,"""You Give Good Love""","""whitney houston""",FALSE,22,Arista,1985-02-14
survivor,1985,"""The Search Is Over""","""survivor""",FALSE,5,Volcano,1984-01-01
diana ross,1985,"""Missing You""","""diana ross""",FALSE,13,Capitol Records,1984-01-01
phil collins,1985,"""Separate Lives""","[""phil collins"",""marilyn martin""]",FALSE,14,Columbia,1983-02-01
prince,1985,"""Raspberry Beret""","[""prince"",""the revolution""]",FALSE,11,Legacy Recordings,1985-04-22
billy ocean,1985,"""Suddenly""","""billy ocean""",FALSE,6,Sony Music UK,1984-09-12
don henley,1985,"""The Boys of Summer""","""don henley""",FALSE,4,Legacy Recordings,1975-04-07
murray head,1985,"""One Night in Bangkok""","""murray head""",FALSE,2,Polydor Records,1981-01-01
sting,1985,"""If You Love Somebody Set Them Free""","""sting""",TRUE,7,A&M,1985-01-01
animotion,1985,"""Obsession""","""animotion""",TRUE,1,Island Mercury,1996-01-01
tina turner,1985,"""We Don't Need Another Hero (Thunderdome)""","""tina turner""",FALSE,6,Parlophone UK,1984-05-29
madonna,1985,"""Material Girl""","""madonna""",FALSE,36,Warner Records,1984-11-12
tina turner,1985,"""Better Be Good to Me""","""tina turner""",FALSE,6,Parlophone UK,1984-05-29
tears for fears,1985,"""Head over Heels""","""tears for fears""",FALSE,5,UMC (Universal Music Catalogue),1985-02-25
harold faltermeyer,1985,"""Axel F""","""harold faltermeyer""",TRUE,1,Geffen,1988-01-01
sade,1985,"""Smooth Operator""","""sade""",TRUE,2,Sony Music CG,1984-07-16
mary jane girls,1985,"""In My House""","""mary jane girls""",TRUE,1,UNI/MOTOWN,1985-01-01
phil collins,1985,"""Don't Lose My Number""","""phil collins""",FALSE,14,Rhino,1982-11-05
cyndi lauper,1985,"""All Through the Night""","""cyndi lauper""",FALSE,6,Portrait,1983-10-14
bryan adams,1985,"""Run to You""","""bryan adams""",FALSE,12,A&M,1984-11-05
bruce springsteen,1985,"""Glory Days""","""bruce springsteen""",FALSE,9,Columbia,1984-06-04
'til tuesday,1985,"""Voices Carry""","""'til tuesday""",TRUE,1,Epic/Legacy,1985
kool,1985,"""Misled""","[""kool"",""the gang""]",FALSE,13,Island Mercury,1974-09
eurythmics,1985,"""Would I Lie to You?""","""eurythmics""",FALSE,3,RCA Records Label,1983-11-14
abc,1985,"""Be Near Me""","""abc""",TRUE,2,FRANK SINATRA DIGITAL REPRISE,1984-08-01
paul mccartney,1985,"""No More Lonely Nights""","""paul mccartney""",FALSE,13,Paul McCartney Catalog,1984-10-22
survivor,1985,"""I Can't Hold Back""","""survivor""",FALSE,5,Volcano,1984-01-01
bryan adams,1985,"""Summer of '69""","""bryan adams""",FALSE,12,A&M,1984-11-05
katrina and the waves,1985,"""Walking on Sunshine""","""katrina and the waves""",TRUE,1,Capitol Records,1985
wham!,1985,"""Freedom""","""wham!""",FALSE,7,Columbia,1984-10-23
julian lennon,1985,"""Too Late for Goodbyes""","""julian lennon""",TRUE,2,Rhino Atlantic,1984
julian lennon,1985,"""Valotte""","""julian lennon""",FALSE,2,Virgin Catalogue,1984-01-01
the power station,1985,"""Some Like It Hot""","""the power station""",TRUE,1,Parlophone UK,1985
ashford,1985,"""Solid""","[""ashford"",""simpson""]",TRUE,1,EMI Catalogue,1984
madonna,1985,"""Angel""","""madonna""",FALSE,36,Warner Records,1984-11-12
bruce springsteen,1985,"""I'm on Fire""","""bruce springsteen""",FALSE,9,Columbia,1984-06-04
daryl hall,1985,"""Method of Modern Love""","[""daryl hall"",""john oates""]",FALSE,16,RCA/BMG Heritage,1984
thompson twins,1985,"""Lay Your Hands on Me""","""thompson twins""",FALSE,3,BMG Rights Management (UK) Ltd.,1985-09-17
debarge,1985,"""Who's Holding Donna Now""","""debarge""",FALSE,4,UNI/MOTOWN,1982-04-28
john cougar mellencamp,1985,"""Lonely Ol' Night""","""john cougar mellencamp""",FALSE,5,John Mellencamp 2023 (Island),1985
heart,1985,"""What About Love""","""heart""",FALSE,8,CAPITOL CATALOG MKT (C92),1985-07-06
david lee roth,1985,"""California Girls""","""david lee roth""",TRUE,2,Warner Records,1985-01-15
kool,1985,"""Fresh""","[""kool"",""the gang""]",FALSE,13,Mercury Records,1984-11-15
jermaine jackson,1985,"""Do What You Do""","""jermaine jackson""",FALSE,3,Legacy Recordings,1984-04-14
the time,1985,"""Jungle Love""","""the time""",TRUE,2,Rhino Atlantic,1980
bruce springsteen,1985,"""Born in the U.S.A.""","""bruce springsteen""",FALSE,9,Columbia,1984-06-04
tina turner,1985,"""Private Dancer""","""tina turner""",FALSE,6,Parlophone UK,1984-05-29
aretha franklin,1985,"""Who's Zoomin' Who?""","""aretha franklin""",FALSE,9,RCA Records Label,1985
sting,1985,"""Fortress Around Your Heart""","""sting""",FALSE,7,A&M,1985-01-01
lionel richie,1985,"""Penny Lover""","""lionel richie""",FALSE,12,Motown,1983
don henley,1985,"""All She Wants to Do Is Dance""","""don henley""",FALSE,4,Geffen,2009-01-01
madonna,1985,"""Dress You Up""","""madonna""",FALSE,36,Warner Records,1984-11-12
night ranger,1985,"""Sentimental Street""","""night ranger""",FALSE,3,Geffen*,1985-01-01
sheena easton,1985,"""Sugar Walls""","""sheena easton""",FALSE,7,RT Industries,1984
dionne,1986,"""That's What Friends Are For""","[""dionne"",""friends (dionne warwick"",""gladys knight"",""elton john"",""stevie wonder)""]",TRUE,1,Arista,1985
lionel richie,1986,"""Say You, Say Me""","""lionel richie""",FALSE,12,UNI/MOTOWN,1986
klymaxx,1986,"""I Miss You""","""klymaxx""",TRUE,1,Geffen*,1984-01-01
patti labelle,1986,"""On My Own""","[""patti labelle"",""michael mcdonald""]",TRUE,1,Geffen,1986-01-01
mr. mister,1986,"""Broken Wings""","""mr. mister""",TRUE,2,RCA Records Label,1985-11-27
whitney houston,1986,"""How Will I Know""","""whitney houston""",FALSE,22,Arista,1985-02-14
eddie murphy,1986,"""Party All the Time""","""eddie murphy""",TRUE,1,Legacy Recordings,1985-02-05
survivor,1986,"""Burning Heart""","""survivor""",FALSE,5,Volcano,1984-01-01
mr. mister,1986,"""Kyrie""","""mr. mister""",FALSE,2,RCA Records Label,1985-11-27
robert palmer,1986,"""Addicted to Love""","""robert palmer""",FALSE,5,Island Records,1979
whitney houston,1986,"""The Greatest Love of All""","""whitney houston""",FALSE,22,Arista/Legacy,1985-02-14
atlantic starr,1986,"""Secret Lovers""","""atlantic starr""",TRUE,3,A&M,1986
gloria loring,1986,"""Friends and Lovers""","[""gloria loring"",""carl anderson""]",TRUE,1,Epic,1982
peter cetera,1986,"""Glory of Love""","""peter cetera""",TRUE,3,Rhino/Warner Records,1986
pet shop boys,1986,"""West End Girls""","""pet shop boys""",TRUE,3,Rhino,1986-03-24
billy ocean,1986,"""There'll Be Sad Songs (To Make You Cry)""","""billy ocean""",FALSE,6,Sony Music UK,1981
simple minds,1986,"""Alive and Kicking""","""simple minds""",FALSE,2,UMC (Universal Music Catalogue),1985
heart,1986,"""Never""","""heart""",FALSE,8,CAPITOL CATALOG MKT (C92),1985-07-06
prince and the revolution,1986,"""Kiss""","""prince and the revolution""",TRUE,1,Warner Records,1986-03-25
steve winwood,1986,"""Higher Love""","""steve winwood""",FALSE,6,UMC (Universal Music Catalogue),1986-06-30
huey lewis and the news,1986,"""Stuck with You""","""huey lewis and the news""",FALSE,10,EMI/EMI Records (USA),1986-01-01
simply red,1986,"""Holding Back the Years""","""simply red""",TRUE,2,Rhino/Elektra,1985
peter gabriel,1986,"""Sledgehammer""","""peter gabriel""",TRUE,2,Real World Productions,1900
starship,1986,"""Sara""","""starship""",FALSE,3,Rhino,1985-09-10
the human league,1986,"""Human""","""the human league""",FALSE,3,Virgin Records,1981
nu shooz,1986,"""I Can't Wait""","""nu shooz""",TRUE,1,Rhino Atlantic,1986-05-05
berlin,1986,"""Take My Breath Away""","""berlin""",TRUE,1,Columbia/Legacy,1999-01-01
falco,1986,"""Rock Me Amadeus""","""falco""",TRUE,1,Ariola,1985-02-19
madonna,1986,"""Papa Don't Preach""","""madonna""",FALSE,36,Warner Records,1986-06-30
bon jovi,1986,"""You Give Love a Bad Name""","""bon jovi""",TRUE,12,Bon Jovi Profit Split (Catalog),1986
billy ocean,1986,"""When the Going Gets Tough, the Tough Get Going""","""billy ocean""",FALSE,6,Sony Music UK,1986
janet jackson,1986,"""When I Think of You""","""janet jackson""",TRUE,24,A&M,1986-02-04
heart,1986,"""These Dreams""","""heart""",FALSE,8,CAPITOL CATALOG MKT (C92),1985-07-06
glass tiger,1986,"""Don't Forget Me (When I'm Gone)""","""glass tiger""",TRUE,2,EMI,1993-01-01
madonna,1986,"""Live to Tell""","""madonna""",FALSE,36,Warner Records,1986-06-30
belinda carlisle,1986,"""Mad About You""","""belinda carlisle""",TRUE,3,CAPITOL CATALOG MKT (C92),1986-05-19
level 42,1986,"""Something About You""","""level 42""",TRUE,1,Polydor Records,1985
bananarama,1986,"""Venus""","""bananarama""",FALSE,3,London Records (Because Ltd),1986-01-01
lionel richie,1986,"""Dancing on the Ceiling""","""lionel richie""",FALSE,12,UNI/MOTOWN,1986
miami sound machine,1986,"""Conga""","""miami sound machine""",TRUE,3,Epic,1985-08-13
cyndi lauper,1986,"""True Colors""","""cyndi lauper""",FALSE,6,Epic,1986-10-14
kenny loggins,1986,"""Danger Zone""","""kenny loggins""",FALSE,6,"Tommy Boy Music, LLC",1990-03-26
janet jackson,1986,"""What Have You Done For Me Lately""","""janet jackson""",FALSE,24,A&M,1986-02-04
howard jones,1986,"""No One Is to Blame""","""howard jones""",FALSE,2,Cherry Red Records,1985-03-11
sly fox,1986,"""Let's Go All the Way""","""sly fox""",TRUE,1,CAPITOL CATALOG MKT (C92),1985-10-15
robert palmer,1986,"""I Didn't Mean to Turn You On""","""robert palmer""",FALSE,5,Island Records,1985-01-01
miami sound machine,1986,"""Words Get in the Way""","""miami sound machine""",FALSE,3,Epic,1985-08-13
the bangles,1986,"""Manic Monday""","""the bangles""",TRUE,5,Legacy Recordings,1986-01-10
dire straits,1986,"""Walk of Life""","""dire straits""",FALSE,3,Warner Records,1985-05-13
boston,1986,"""Amanda""","""boston""",FALSE,2,Geffen*,1986-01-01
stacey q,1986,"""Two of Hearts""","""stacey q""",TRUE,1,Atlantic Records,1986-08-18
the jets,1986,"""Crush on You""","""the jets""",TRUE,5,Geffen,1985-01-01
orchestral manoeuvres in the dark,1986,"""If You Leave""","""orchestral manoeuvres in the dark""",TRUE,1,Rhino,1976-06-14
genesis,1986,"""Invisible Touch""","""genesis""",FALSE,10,Rhino Atlantic,1986-06-09
sade,1986,"""The Sweetest Taboo""","""sade""",FALSE,2,Sony Music UK,1985-11-04
inxs,1986,"""What You Need""","""inxs""",TRUE,6,Rhino Atlantic,1985-10-14
stevie nicks,1986,"""Talk to Me""","""stevie nicks""",FALSE,5,Rhino Atlantic,1986-01-07
janet jackson,1986,"""Nasty""","""janet jackson""",FALSE,24,A&M,1986-02-04
eddie money,1986,"""Take Me Home Tonight""","""eddie money""",FALSE,4,Columbia,1977-12-01
jermaine stewart,1986,"""We Don't Have to Take Our Clothes Off""","""jermaine stewart""",TRUE,1,EMI Catalogue,1986-01-01
lisa lisa,1986,"""All Cried Out""","[""lisa lisa"",""cult jam""]",TRUE,3,Columbia/Legacy,1985
the outfield,1986,"""Your Love""","""the outfield""",TRUE,1,Columbia/Legacy,1985
wham!,1986,"""I'm Your Man""","""wham!""",FALSE,7,Columbia,1984-10-23
scritti politti,1986,"""Perfect Way""","""scritti politti""",TRUE,1,Chrysalis Records,1980-01-01
james brown,1986,"""Living in America""","""james brown""",FALSE,2,Volcano/Legacy,1985
john cougar mellencamp,1986,"""R.O.C.K. in the U.S.A.""","""john cougar mellencamp""",FALSE,5,John Mellencamp 2023 (Island),1982
el debarge,1986,"""Who's Johnny""","""el debarge""",TRUE,1,UNI/MOTOWN,1986-01-01
cameo,1986,"""Word Up!""","""cameo""",TRUE,1,Island Mercury,1986-01-01
van halen,1986,"""Why Can't This Be Love""","""van halen""",FALSE,6,Warner Records,1986-03-24
mike + the mechanics,1986,"""Silent Running (On Dangerous Ground)""","""mike + the mechanics""",TRUE,3,Rhino Atlantic,1985-10-05
tina turner,1986,"""Typical Male""","""tina turner""",FALSE,6,Parlophone UK,1986-09-05
john cougar mellencamp,1986,"""Small Town""","""john cougar mellencamp""",FALSE,5,John Mellencamp 2023 (Island),1985
baltimora,1986,"""Tarzan Boy""","""baltimora""",TRUE,1,Capitol Records,1985-01-01
mike + the mechanics,1986,"""All I Need Is a Miracle""","""mike + the mechanics""",FALSE,3,Rhino Atlantic,1985-10-05
michael mcdonald,1986,"""Sweet Freedom""","""michael mcdonald""",FALSE,2,Geffen,1986-01-01
madonna,1986,"""True Blue""","""madonna""",FALSE,36,Warner Records,1986-06-30
timex social club,1986,"""Rumors""","""timex social club""",TRUE,1,"Tommy Boy Music, LLC",1998-09-08
dream academy,1986,"""Life in a Northern Town""","""dream academy""",TRUE,1,Rhino/Warner Records,1985
miami sound machine,1986,"""Bad Boy""","""miami sound machine""",FALSE,3,Epic,1985-08-13
zz top,1986,"""Sleeping Bag""","""zz top""",FALSE,2,BMG Rights Management (US) LLC,1983-03-23
the cars,1986,"""Tonight She Comes""","""the cars""",FALSE,5,Elektra Records,1978-06-06
rod stewart,1986,"""Love Touch""","""rod stewart""",FALSE,14,Rhino/Warner Records,1986
sheila e.,1986,"""A Love Bizarre""","""sheila e.""",FALSE,2,Rhino/Warner Records,1985
genesis,1986,"""Throwing It All Away""","""genesis""",FALSE,10,Rhino Atlantic,1983-10-03
regina,1986,"""Baby Love""","""regina""",TRUE,1,Columbia/Legacy,1997-10-16
arcadia,1986,"""Election Day""","""arcadia""",TRUE,1,Parlophone UK,1985
elton john,1986,"""Nikita""","""elton john""",FALSE,28,EMI,1985-11-07
phil collins,1986,"""Take Me Home""","""phil collins""",FALSE,14,Rhino,1982-11-05
run–d.m.c.,1986,"""Walk This Way""","[""run–d.m.c."",""aerosmith""]",TRUE,1,Arista,1986-05-15
anita baker,1986,"""Sweet Love""","""anita baker""",TRUE,2,Warner Music Group - X5 Music Group,2017-08-10
moody blues,1986,"""Your Wildest Dreams""","""moody blues""",TRUE,1,Polydor,1986-01-01
paul mccartney,1986,"""Spies Like Us""","""paul mccartney""",FALSE,13,Columbia,1996-02-13
starpoint,1986,"""Object of My Desire""","""starpoint""",TRUE,1,Rhino/Elektra,1985
daryl hall,1986,"""Dreamtime""","""daryl hall""",FALSE,16,Legacy Recordings,1980-03-01
force mds,1986,"""Tender Love""","""force mds""",TRUE,1,"Tommy Boy Music, LLC",1985-01-01
thompson twins,1986,"""King for a Day""","""thompson twins""",FALSE,3,BMG Rights Management (UK) Ltd.,1985-09-17
lionel richie,1986,"""Love Will Conquer All""","""lionel richie""",FALSE,12,UNI/MOTOWN,1986
george michael,1986,"""A Different Corner""","""george michael""",TRUE,12,Sony Music UK,1986-11-25
toto,1986,"""I'll Be Over You""","""toto""",FALSE,5,Columbia,1986-08
stevie wonder,1986,"""Go Home""","""stevie wonder""",FALSE,18,UNI/MOTOWN,1976-09-28
the bangles,1987,"""Walk Like An Egyptian""","""the bangles""",FALSE,5,Legacy Recordings,1986-01-10
heart,1987,"""Alone""","""heart""",FALSE,8,Capitol Records,1987-06-06
gregory abbott,1987,"""Shake You Down""","""gregory abbott""",TRUE,1,Columbia/Legacy,1986-02-01
whitney houston,1987,"""I Wanna Dance with Somebody (Who Loves Me)""","""whitney houston""",FALSE,22,Arista/Legacy,1987-06-02
starship,1987,"""Nothing's Gonna Stop Us Now""","""starship""",FALSE,3,Rhino,1987-07-27
robbie nevil,1987,"""C'est La Vie""","""robbie nevil""",TRUE,1,CAPITOL CATALOG MKT (C92),1986-11-01
whitesnake,1987,"""Here I Go Again""","""whitesnake""",TRUE,2,Rhino,1987-04-07
bruce hornsby and the range,1987,"""The Way It Is""","""bruce hornsby and the range""",TRUE,3,RCA Records Label,1986-06-02
bob seger,1987,"""Shakedown""","""bob seger""",FALSE,6,Bob Seger,1994-10-25
bon jovi,1987,"""Livin' on a Prayer""","""bon jovi""",FALSE,12,Bon Jovi Profit Split (Catalog),1986
los lobos,1987,"""La Bamba""","""los lobos""",TRUE,1,Rhino/Slash,1987-01-01
wang chung,1987,"""Everybody Have Fun Tonight""","""wang chung""",FALSE,2,Geffen,1986-10-14
crowded house,1987,"""Don't Dream It's Over""","""crowded house""",TRUE,2,Capitol Records,1986-01-01
atlantic starr,1987,"""Always""","""atlantic starr""",FALSE,3,A&M,1986-01-01
u2,1987,"""With or Without You""","""u2""",TRUE,7,UMC (Universal Music Catalogue),1987-03-03
jody watley,1987,"""Looking for a New Love""","""jody watley""",TRUE,4,Geffen,1987-01-01
lisa lisa,1987,"""Head to Toe""","[""lisa lisa"",""cult jam""]",FALSE,3,Columbia/Legacy,1985
tiffany,1987,"""I Think We're Alone Now""","""tiffany""",TRUE,3,Geffen*,1987-01-01
billy idol,1987,"""Mony Mony""","""billy idol""",FALSE,5,CAPITOL CATALOG MKT (C92),1983-11-01
billy vera and the beaters,1987,"""At This Moment""","""billy vera and the beaters""",TRUE,1,Vera-Cruz Music Co.,2005-01-25
