primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label,No.,reappears_after_first,reappearance_count,sqrt_reappearance,row_id,title_clean,artist_clean,track_id,genre,duration_ms,duration_sec,clean_title,search_artist,genre_final,lastfm_genre
simple minds,1985,"""Don't You (Forget About Me)""","""simple minds""",TRUE,2,UMC (Universal Music Catalogue),1985,UMC (Universal Music Catalogue),1980,FALSE,16,TRUE,1,1,304,dont you forget about me,simple minds,NA,NA,263040,263.04,Don't You (Forget About Me),simple minds,pop rock,pop
john parr,1985,"""St. Elmo's Fire (Man in Motion)""","""john parr""",TRUE,1,Atlantic Records,1985-01-01,Atlantic Records,1980,TRUE,18,FALSE,0,0,305,st elmos fire man in motion,john parr,NA,NA,251800,251.8,St. Elmo's Fire (Man in Motion),john parr,pop rock,pop
glenn frey,1985,"""The Heat Is On""","""glenn frey""",TRUE,2,Geffen*,1993-01-01,Geffen*,1980,FALSE,19,FALSE,1,1,306,the heat is on,glenn frey,NA,NA,227800,227.8,The Heat Is On,glenn frey,pop rock,rock
usa for africa,1985,"""We Are the World""","""usa for africa""",TRUE,1,USA for Africa,1985-01-01,USA for Africa,1980,FALSE,20,FALSE,0,0,307,we are the world,usa for africa,NA,NA,427333,427.333,We Are the World,usa for africa,NA,pop
whitney houston,1985,"""Saving All My Love for You""","""whitney houston""",TRUE,22,Arista,1985-02-14,Arista,1980,FALSE,23,TRUE,21,4.58257569495584,308,saving all my love for you,whitney houston,NA,NA,237136,237.136,Saving All My Love for You,whitney houston,r&b,pop
new edition,1985,"""Cool It Now""","""new edition""",TRUE,4,Geffen*,1984-01-01,Geffen*,1980,FALSE,26,TRUE,3,1.73205080756888,309,cool it now,new edition,NA,NA,347666,347.666,Cool It Now,new edition,reggae,pop
jan hammer,1985,"""Miami Vice Theme""","""jan hammer""",TRUE,1,Geffen,1987-01-01,Geffen,1980,FALSE,27,FALSE,0,0,310,miami vice theme,jan hammer,TRRBNDO128F422B8B0,Rock,147600,147.6,Miami Vice Theme,jan hammer,Rock,electronic
teena marie,1985,"""Lovergirl""","""teena marie""",TRUE,1,Epic/Legacy,1985-11-11,Epic; Legacy,1980,TRUE,29,FALSE,0,0,311,lovergirl,teena marie,TRHWVET128F4278545,NA,259560,259.56,Lovergirl,teena marie,vocal,pop
ready for the world,1985,"""Oh Sheila""","""ready for the world""",TRUE,2,Geffen*,1985-01-01,Geffen*,1980,FALSE,31,TRUE,1,1,312,oh sheila,ready for the world,TROKJPX128F14958A7,RnB	Rock,240093,240.093,Oh Sheila,ready for the world,RnB	Rock,pop
the honeydrippers,1985,"""Sea of Love""","""the honeydrippers""",TRUE,1,Rhino Atlantic,1984,Rhino Atlantic,1980,TRUE,34,FALSE,0,0,313,sea of love,the honeydrippers,NA,NA,183880,183.88,Sea of Love,the honeydrippers,pop rock,rock
dionne,1986,"""That's What Friends Are For""","[""dionne"",""friends (dionne warwick"",""gladys knight"",""elton john"",""stevie wonder)""]",TRUE,1,Arista,1985,Arista,1980,FALSE,1,FALSE,0,0,314,thats what friends are for,dionne,NA,NA,255933,255.933,That's What Friends Are For,dionne & friends (dionne warwick & gladys knight & elton john & stevie wonder),NA,NA
klymaxx,1986,"""I Miss You""","""klymaxx""",TRUE,1,Geffen*,1984-01-01,Geffen*,1980,FALSE,3,FALSE,0,0,315,i miss you,klymaxx,TRYAORQ128F1459AC2,Pop	Rock,333266,333.266,I Miss You,klymaxx,Pop	Rock,pop
patti labelle,1986,"""On My Own""","[""patti labelle"",""michael mcdonald""]",TRUE,1,Geffen,1986-01-01,Geffen,1980,FALSE,4,FALSE,0,0,316,on my own,patti labelle,NA,NA,290840,290.84,On My Own,patti labelle & michael mcdonald,vocal,pop
mr. mister,1986,"""Broken Wings""","""mr. mister""",TRUE,2,RCA Records Label,1985-11-27,RCA Records Label,1980,FALSE,5,FALSE,1,1,317,broken wings,mr mister,TRGVORX128F4291DF1,Rock,343933,343.933,Broken Wings,mr. mister,Rock,pop
eddie murphy,1986,"""Party All the Time""","""eddie murphy""",TRUE,1,Legacy Recordings,1985-02-05,Legacy Recordings,1980,FALSE,7,FALSE,0,0,318,party all the time,eddie murphy,TRHHXYV128F92FCAE6,RnB	Rock,253293,253.293,Party All the Time,eddie murphy,RnB	Rock,pop
atlantic starr,1986,"""Secret Lovers""","""atlantic starr""",TRUE,3,A&M,1986,A&M,1980,FALSE,12,TRUE,2,1.4142135623731,319,secret lovers,atlantic starr,TRTEJTX128F931FE8C,Pop	RnB,330666,330.666,Secret Lovers,atlantic starr,Pop	RnB,pop
gloria loring,1986,"""Friends and Lovers""","[""gloria loring"",""carl anderson""]",TRUE,1,Epic,1982,Epic,1980,FALSE,13,FALSE,0,0,320,friends and lovers,gloria loring,TRLKEBL128F421E3D2,Jazz	Pop,226560,226.56,Friends and Lovers,gloria loring & carl anderson,Jazz	Pop,NA
peter cetera,1986,"""Glory of Love""","""peter cetera""",TRUE,3,Rhino/Warner Records,1986,Rhino; Warner Records,1980,TRUE,14,TRUE,2,1.4142135623731,321,glory of love,peter cetera,NA,NA,258333,258.333,Glory of Love,peter cetera,pop rock,pop
pet shop boys,1986,"""West End Girls""","""pet shop boys""",TRUE,3,Rhino,1986-03-24,Rhino,1980,TRUE,15,TRUE,2,1.4142135623731,322,west end girls,pet shop boys,TRAPMAJ128F93274C5,Pop	Rock,285906,285.906,West End Girls,pet shop boys,Pop	Rock,pop
prince and the revolution,1986,"""Kiss""","""prince and the revolution""",TRUE,1,Warner Records,1986-03-25,Warner Records,1980,FALSE,19,FALSE,0,0,323,kiss,prince and the revolution,NA,NA,226240,226.24,Kiss,prince and the revolution,r&b,pop
simply red,1986,"""Holding Back the Years""","""simply red""",TRUE,2,Rhino/Elektra,1985,Rhino; Elektra,1980,TRUE,22,TRUE,1,1,324,holding back the years,simply red,TRLPOSL128F4269516,NA,269840,269.84,Holding Back the Years,simply red,jazz,pop
peter gabriel,1986,"""Sledgehammer""","""peter gabriel""",TRUE,2,Real World Productions,1900,Real World Productions,1980,FALSE,23,TRUE,1,1,325,sledgehammer,peter gabriel,NA,NA,311986,311.986,Sledgehammer,peter gabriel,pop rock,rock
nu shooz,1986,"""I Can't Wait""","""nu shooz""",TRUE,1,Rhino Atlantic,1986-05-05,Rhino Atlantic,1980,TRUE,26,FALSE,0,0,326,i cant wait,nu shooz,TRWWOJJ128F425DB9E,NA,218826,218.826,I Can't Wait,nu shooz,electronic,pop
berlin,1986,"""Take My Breath Away""","""berlin""",TRUE,1,Columbia/Legacy,1999-01-01,Columbia; Legacy,1980,TRUE,27,FALSE,0,0,327,take my breath away,berlin,TRMNRQF128F4259E46,NA,255733,255.733,Take My Breath Away,berlin,electronic,pop
falco,1986,"""Rock Me Amadeus""","""falco""",TRUE,1,Ariola,1985-02-19,Ariola,1980,FALSE,28,FALSE,0,0,328,rock me amadeus,falco,TRFETLF12903D05FD5,NA,202236,202.236,Rock Me Amadeus,falco,electronic,pop
bon jovi,1986,"""You Give Love a Bad Name""","""bon jovi""",TRUE,12,Bon Jovi Profit Split (Catalog),1986,Bon Jovi Profit Split (Catalog),1980,FALSE,30,TRUE,11,3.3166247903554,329,you give love a bad name,bon jovi,TRWWYZJ12903CDA483,NA,222706,222.706,You Give Love a Bad Name,bon jovi,pop rock,rock
janet jackson,1986,"""When I Think of You""","""janet jackson""",TRUE,24,A&M,1986-02-04,A&M,1980,FALSE,32,TRUE,23,4.79583152331272,330,when i think of you,janet jackson,TRAKTWZ128EF35E206,Electronic	Rock,235493,235.493,When I Think of You,janet jackson,Electronic	Rock,pop
glass tiger,1986,"""Don't Forget Me (When I'm Gone)""","""glass tiger""",TRUE,2,EMI,1993-01-01,EMI,1980,FALSE,34,TRUE,1,1,331,dont forget me when im gone,glass tiger,TRPVVME12903D07391,NA,248200,248.2,Don't Forget Me (When I'm Gone),glass tiger,pop rock,pop
belinda carlisle,1986,"""Mad About You""","""belinda carlisle""",TRUE,3,CAPITOL CATALOG MKT (C92),1986-05-19,CAPITOL CATALOG MKT (C92),1980,FALSE,36,TRUE,2,1.4142135623731,332,mad about you,belinda carlisle,NA,NA,216560,216.56,Mad About You,belinda carlisle,pop rock,pop
level 42,1986,"""Something About You""","""level 42""",TRUE,1,Polydor Records,1985,Polydor Records,1980,FALSE,37,FALSE,0,0,333,something about you,level 42,TRHCJMM128F933BEED,Rock,265000,265,Something About You,level 42,Rock,pop
miami sound machine,1986,"""Conga""","""miami sound machine""",TRUE,3,Epic,1985-08-13,Epic,1980,FALSE,40,FALSE,2,1.4142135623731,334,conga,miami sound machine,TRUDLBI128F92E530B,Rock,254000,254,Conga,miami sound machine,Rock,pop
gregory abbott,1987,"""Shake You Down""","""gregory abbott""",TRUE,1,Columbia/Legacy,1986-02-01,Columbia; Legacy,1980,TRUE,3,FALSE,0,0,335,shake you down,gregory abbott,TRGGCHR128F92FCCB5,NA,245413,245.413,Shake You Down,gregory abbott,r&b,pop
robbie nevil,1987,"""C'est La Vie""","""robbie nevil""",TRUE,1,CAPITOL CATALOG MKT (C92),1986-11-01,CAPITOL CATALOG MKT (C92),1980,FALSE,6,FALSE,0,0,336,cest la vie,robbie nevil,TREQPPW128F148778C,Pop	Rock,270306,270.306,C'est La Vie,robbie nevil,Pop	Rock,pop
whitesnake,1987,"""Here I Go Again""","""whitesnake""",TRUE,2,Rhino,1987-04-07,Rhino,1980,TRUE,7,TRUE,1,1,337,here i go again,whitesnake,NA,NA,275395,275.395,Here I Go Again,whitesnake,blues,rock
bruce hornsby and the range,1987,"""The Way It Is""","""bruce hornsby and the range""",TRUE,3,RCA Records Label,1986-06-02,RCA Records Label,1980,FALSE,8,TRUE,2,1.4142135623731,338,the way it is,bruce hornsby and the range,TRJEUFZ128F92F3FAE,Pop	Rock,297853,297.853,The Way It Is,bruce hornsby and the range,Pop	Rock,rock
los lobos,1987,"""La Bamba""","""los lobos""",TRUE,1,Rhino/Slash,1987-01-01,Rhino; Slash,1980,TRUE,11,FALSE,0,0,339,la bamba,los lobos,TRRIZJV128F92F3F44,NA,174186,174.186,La Bamba,los lobos,latin,latin
crowded house,1987,"""Don't Dream It's Over""","""crowded house""",TRUE,2,Capitol Records,1986-01-01,Capitol Records,1980,TRUE,13,FALSE,1,1,340,dont dream its over,crowded house,TRGWWRE128E0781CDE,Rock,236933,236.933,Don't Dream It's Over,crowded house,Rock,pop
u2,1987,"""With or Without You""","""u2""",TRUE,7,UMC (Universal Music Catalogue),1987-03-03,UMC (Universal Music Catalogue),1980,FALSE,15,TRUE,6,2.44948974278318,341,with or without you,u2,TRMTZIE128C719698E,NA,295515,295.515,With or Without You,u2,pop rock,rock
jody watley,1987,"""Looking for a New Love""","""jody watley""",TRUE,4,Geffen,1987-01-01,Geffen,1980,FALSE,16,TRUE,3,1.73205080756888,342,looking for a new love,jody watley,TRNZBEW128F422B89B,RnB	Rock,242400,242.4,Looking for a New Love,jody watley,RnB	Rock,pop
tiffany,1987,"""I Think We're Alone Now""","""tiffany""",TRUE,3,Geffen*,1987-01-01,Geffen*,1980,FALSE,18,TRUE,2,1.4142135623731,343,i think were alone now,tiffany,TRHUILT128F424BBC6,Pop	Rock,228840,228.84,I Think We're Alone Now,tiffany,Pop	Rock,pop
billy vera and the beaters,1987,"""At This Moment""","""billy vera and the beaters""",TRUE,1,Vera-Cruz Music Co.,2005-01-25,Vera-Cruz Music Co.,1980,FALSE,20,FALSE,0,0,344,at this moment,billy vera and the beaters,NA,NA,234507,234.507,At This Moment,billy vera and the beaters,blues,pop
chris de burgh,1987,"""The Lady in Red""","""chris de burgh""",TRUE,1,A&M,1986-06-01,A&M,1980,FALSE,21,FALSE,0,0,345,the lady in red,chris de burgh,NA,NA,256487,256.487,The Lady in Red,chris de burgh,pop rock,pop
debbie gibson,1987,"""Only in My Dreams""","""debbie gibson""",TRUE,5,Rhino Atlantic,1987,Rhino Atlantic,1980,TRUE,26,TRUE,4,2,346,only in my dreams,debbie gibson,NA,NA,233400,233.4,Only in My Dreams,debbie gibson,electronic,pop
bill medley,1987,"""(I've Had) The Time of My Life""","[""bill medley"",""jennifer warnes""]",TRUE,1,RCA Records Label,1987-09-24,RCA Records Label,1980,FALSE,27,FALSE,0,0,347,ive had the time of my life,bill medley,NA,NA,290333,290.333,(I've Had) The Time of My Life,bill medley & jennifer warnes,pop rock,pop
club nouveau,1987,"""Lean on Me""","""club nouveau""",TRUE,1,"Tommy Boy Music, LLC",1986-01-01,"Tommy Boy Music, LLC",1980,FALSE,29,FALSE,0,0,348,lean on me,club nouveau,NA,NA,357333,357.333,Lean on Me,club nouveau,r&b,pop
cutting crew,1987,"""(I Just) Died In Your Arms""","""cutting crew""",TRUE,2,Ten Records,1986-01-01,Ten Records,1980,FALSE,32,FALSE,1,1,349,i just died in your arms,cutting crew,TRCDNFU128F92DF6FB,Rock,280400,280.4,(I Just) Died In Your Arms,cutting crew,Rock,pop
t'pau,1987,"""Heart and Soul""","""t'pau""",TRUE,1,UMC (Universal Music Catalogue),1987-09-14,UMC (Universal Music Catalogue),1980,FALSE,33,FALSE,0,0,350,heart and soul,tpau,TRXQHGX128F9364CE7,Rock,256373,256.373,Heart and Soul,t'pau,Rock,pop
georgia satellites,1987,"""Keep Your Hands to Yourself""","""georgia satellites""",TRUE,1,Elektra Asylum,1986-09-16,Elektra Asylum,1980,FALSE,35,FALSE,0,0,351,keep your hands to yourself,georgia satellites,TRFGCYJ128F933CF4A,Rock,205000,205,Keep Your Hands to Yourself,georgia satellites,Rock,rock
rick astley,1988,"""Never Gonna Give You Up""","""rick astley""",TRUE,4,BMG Rights Management (UK) Ltd.,1987-11-12,BMG Rights Management (UK) Ltd.,1980,FALSE,4,TRUE,3,1.73205080756888,352,never gonna give you up,rick astley,TRAXLZU12903D05F94,Pop	Rock,213573,213.573,Never Gonna Give You Up,rick astley,Pop	Rock,pop
guns n' roses,1988,"""Sweet Child o' Mine""","""guns n' roses""",TRUE,5,Aerosmith P&D - Sony,1975-04-08,Aerosmith P&D - Sony,1980,FALSE,5,TRUE,4,2,353,sweet child o mine,guns n roses,TRCFOUA128E07842AC,NA,356066,356.066,Sweet Child o' Mine,guns n' roses,NA,rock
breathe,1988,"""Hands to Heaven""","""breathe""",TRUE,2,One Up,1988-01-01,One Up,1980,FALSE,9,TRUE,1,1,354,hands to heaven,breathe,TRLDNYQ12903CA41FF,Pop	Rock,259506,259.506,Hands to Heaven,breathe,Pop	Rock,pop
terence trent d'arby,1988,"""Wishing Well""","""terence trent d'arby""",TRUE,2,Columbia,1987-06-04,Columbia,1980,TRUE,12,FALSE,1,1,355,wishing well,terence trent darby,TRNEKEO12903CD0BA7,Pop	Rock,210466,210.466,Wishing Well,terence trent d'arby,Pop	Rock,pop
the escape club,1988,"""Wild, Wild West""","""the escape club""",TRUE,2,Atlantic Records,1988-07-05,Atlantic Records,1980,TRUE,18,TRUE,1,1,356,wild wild west,the escape club,NA,NA,244826,244.826,"Wild, Wild West",the escape club,NA,pop
taylor dayne,1988,"""I'll Always Love You""","""taylor dayne""",TRUE,8,Arista/Legacy,1988-01-19,Arista; Legacy,1980,TRUE,20,TRUE,7,2.64575131106459,357,ill always love you,taylor dayne,TRCKXIL128F4284EDF,Pop	Rock,270786,270.786,I'll Always Love You,taylor dayne,Pop	Rock,pop
johnny hates jazz,1988,"""Shattered Dreams""","""johnny hates jazz""",TRUE,1,Virgin Catalogue,1988,Virgin Catalogue,1980,FALSE,26,FALSE,0,0,358,shattered dreams,johnny hates jazz,TRIVSGU128F14592BB,Pop	Rock,207346,207.346,Shattered Dreams,johnny hates jazz,Pop	Rock,pop
bobby mcferrin,1988,"""Don't Worry, Be Happy""","""bobby mcferrin""",TRUE,1,Parlophone Catalogue,1988-01-01,Parlophone Catalogue,1980,FALSE,37,FALSE,0,0,359,dont worry be happy,bobby mcferrin,TRWAEVG128F4237826,Pop	Reggae,294400,294.4,"Don't Worry, Be Happy",bobby mcferrin,Pop	Reggae,reggae
ub40,1988,"""Red Red Wine""","""ub40""",TRUE,4,Virgin Records,1983-01-01,Virgin Records,1980,FALSE,39,TRUE,3,1.73205080756888,360,red red wine,ub40,TRNLHJF128F42791D0,Reggae,183733,183.733,Red Red Wine,ub40,Reggae,reggae
patrick swayze,1988,"""She's Like the Wind""","[""patrick swayze"",""wendy fraser""]",TRUE,1,RCA Records Label,1987-09-24,RCA Records Label,1980,FALSE,40,FALSE,0,0,361,shes like the wind,patrick swayze,NA,NA,232906,232.906,She's Like the Wind,patrick swayze & wendy fraser,pop rock,pop
paula abdul,1989,"""Straight Up""","""paula abdul""",TRUE,8,Virgin Records,1988-01-01,Virgin Records,1980,FALSE,4,TRUE,7,2.64575131106459,362,straight up,paula abdul,TRCBDFG128F92DF703,Pop	Rock,251466,251.466,Straight Up,paula abdul,Pop	Rock,pop
milli vanilli,1989,"""Girl You Know It's True""","""milli vanilli""",TRUE,6,MCI,2013-07-26,MCI,1980,FALSE,8,TRUE,5,2.23606797749979,363,girl you know its true,milli vanilli,TREEKJQ128F42A181F,Pop	Rock,198573,198.573,Girl You Know It's True,milli vanilli,Pop	Rock,pop
will to power,1989,"""Baby, I Love Your Way/Freebird Medley""","""will to power""",TRUE,2,Sony Music Catalog,2007-05-04,Sony Music Catalog,1980,FALSE,9,TRUE,1,1,364,baby i love your wayfreebird medley,will to power,NA,NA,244663,244.663,"Baby, I Love Your Way/Freebird Medley",will to power,NA,NA
boy meets girl,1989,"""Waiting For a Star to Fall""","""boy meets girl""",TRUE,1,RCA/Legacy,1988-06-01,RCA; Legacy,1980,TRUE,12,FALSE,0,0,365,waiting for a star to fall,boy meets girl,TRQQQUV12903CC84BF,Pop	Rock,270720,270.72,Waiting For a Star to Fall,boy meets girl,Pop	Rock,pop
warrant,1989,"""Heaven""","""warrant""",TRUE,2,BMG Rights Management (US) LLC,1984,BMG Rights Management (US) LLC,1980,FALSE,15,TRUE,1,1,366,heaven,warrant,TRFRRVJ128F92F29D0,NA,236866,236.866,Heaven,warrant,pop rock,rock
roxette,1989,"""The Look""","""roxette""",TRUE,6,EG Records,1982-05-01,EG Records,1980,FALSE,17,TRUE,5,2.23606797749979,367,the look,roxette,TRPOJFZ12903CDA3C3,Electronic	Rock,237320,237.32,The Look,roxette,Electronic	Rock,pop
fine young cannibals,1989,"""She Drives Me Crazy""","""fine young cannibals""",TRUE,2,London Music Stream,1988-01-01,London Music Stream,1980,FALSE,18,FALSE,1,1,368,she drives me crazy,fine young cannibals,TRGFGTX128F422B0AF,Rock,215773,215.773,She Drives Me Crazy,fine young cannibals,Rock,pop
new kids on the block,1989,"""I'll Be Loving You (Forever)""","""new kids on the block""",TRUE,6,Columbia,1988-09-02,Columbia,1980,TRUE,26,TRUE,5,2.23606797749979,369,ill be loving you forever,new kids on the block,NA,NA,263933,263.933,I'll Be Loving You (Forever),new kids on the block,NA,pop
martika,1989,"""Toy Soldiers""","""martika""",TRUE,1,Columbia/Legacy,1988-06-01,Columbia; Legacy,1980,TRUE,29,FALSE,0,0,370,toy soldiers,martika,TRWRBEV128F4263AAD,NA,287600,287.6,Toy Soldiers,martika,pop rock,pop
tone loc,1989,"""Wild Thing""","""tone loc""",TRUE,2,The Bicycle Music Company,1989-01-01,The Bicycle Music Company,1980,FALSE,33,FALSE,1,1,371,wild thing,tone loc,TRFBQSA128F92DF83F,NA,263573,263.573,Wild Thing,tone loc,rap,rap
bad english,1989,"""When I See You Smile""","""bad english""",TRUE,2,Epic,1989-06-15,Epic,1980,FALSE,34,TRUE,1,1,372,when i see you smile,bad english,TRGKSGI128F146B1A8,Rock,257440,257.44,When I See You Smile,bad english,Rock,rock
neneh cherry,1989,"""Buffalo Stance""","""neneh cherry""",TRUE,1,Strut,1982-04-14,Strut,1980,FALSE,36,FALSE,0,0,373,buffalo stance,neneh cherry,TRARVWA128E0782562,Pop	Rock,342360,342.36,Buffalo Stance,neneh cherry,Pop	Rock,pop
sheriff,1989,"""When I'm with You""","""sheriff""",TRUE,1,Capitol Records,1982-01-01,Capitol Records,1980,TRUE,37,FALSE,0,0,374,when im with you,sheriff,NA,NA,238040,238.04,When I'm with You,sheriff,NA,rock
wilson phillips,1990,"""Hold On""","""wilson phillips""",TRUE,4,Rhino Atlantic,1966,Rhino Atlantic,1990,FALSE,1,TRUE,3,1.73205080756888,375,hold on,wilson phillips,NA,NA,266866,266.866,Hold On,wilson phillips,pop rock,pop
sinéad o'connor,1990,"""Nothing Compares 2 U""","""sinéad o'connor""",TRUE,1,Chrysalis Records,1987-11-04,Chrysalis Records,1990,FALSE,3,FALSE,0,0,376,nothing compares 2 u,sinad oconnor,NA,NA,280040,280.04,Nothing Compares 2 U,sinéad o'connor,folk,pop
bell biv devoe,1990,"""Poison""","""bell biv devoe""",TRUE,2,Geffen,1990-01-01,Geffen,1990,FALSE,4,FALSE,1,1,377,poison,bell biv devoe,TRWIGRM12903CC2F32,NA,261853,261.853,Poison,bell biv devoe,rap,rap
mariah carey,1990,"""Vision of Love""","""mariah carey""",TRUE,35,Columbia,1990-06-12,Columbia,1990,FALSE,6,TRUE,34,5.8309518948453,378,vision of love,mariah carey,TRACBNP128F4278243,RnB	Pop,209293,209.293,Vision of Love,mariah carey,RnB	Pop,pop
en vogue,1990,"""Hold On""","""en vogue""",TRUE,6,Rhino/Elektra,1990-04-03,Rhino; Elektra,1990,TRUE,8,TRUE,5,2.23606797749979,379,hold on,en vogue,TRDWZHN128F42A8AD7,NA,304466,304.466,Hold On,en vogue,r&b,pop
jon bon jovi,1990,"""Blaze of Glory""","""jon bon jovi""",TRUE,1,Island Records,1990-01-01,Island Records,1990,TRUE,10,FALSE,0,0,380,blaze of glory,jon bon jovi,NA,NA,335240,335.24,Blaze of Glory,jon bon jovi,pop rock,rock
michael bolton,1990,"""How Am I Supposed to Live Without You""","""michael bolton""",TRUE,10,Columbia,1989-06-27,Columbia,1990,FALSE,12,TRUE,9,3,381,how am i supposed to live without you,michael bolton,TRTIVEW128F4261CB5,Pop,255666,255.666,How Am I Supposed to Live Without You,michael bolton,Pop,pop
technotronic,1990,"""Pump Up the Jam""","""technotronic""",TRUE,3,Universal Music S.A.,1989-11-28,Universal Music S.A.,1990,FALSE,13,TRUE,2,1.4142135623731,382,pump up the jam,technotronic,TRDVZAK128F428BA18,Blues	Pop,320306,320.306,Pump Up the Jam,technotronic,Blues	Pop,electronic
maxi priest,1990,"""Close to You""","""maxi priest""",TRUE,2,Ten Records,1990-01-01,Ten Records,1990,FALSE,17,TRUE,1,1,383,close to you,maxi priest,TRQROPW128F14585AF,NA,325800,325.8,Close to You,maxi priest,reggae,reggae
alannah myles,1990,"""Black Velvet""","""alannah myles""",TRUE,1,Atlantic Records,1989-03-14,Atlantic Records,1990,FALSE,18,FALSE,0,0,384,black velvet,alannah myles,NA,NA,287440,287.44,Black Velvet,alannah myles,pop rock,rock
lisa stansfield,1990,"""All Around the World""","""lisa stansfield""",TRUE,1,Arista,1989,Arista,1990,TRUE,21,FALSE,0,0,385,all around the world,lisa stansfield,TRZTDBE128F425AB8F,Pop,265760,265.76,All Around the World,lisa stansfield,Pop,pop
calloway,1990,"""I Wanna Be Rich""","""calloway""",TRUE,1,UNIDISC MUSIC INC.,1989-01-01,UNIDISC MUSIC INC.,1990,FALSE,22,FALSE,0,0,386,i wanna be rich,calloway,NA,NA,304200,304.2,I Wanna Be Rich,calloway,NA,pop
johnny gill,1990,"""Rub You the Right Way""","""johnny gill""",TRUE,1,Motown,1990-01-01,Motown,1990,FALSE,23,FALSE,0,0,387,rub you the right way,johnny gill,TRNZQGU128F1499F3A,NA,332306,332.306,Rub You the Right Way,johnny gill,rap,pop
