primary_artist,Year,Title,artist_list,is_first_appearance,total_appearances,record_label,album_year,record_label_list,decade,is_major_label
electric light orchestra,1976,"""Evil Woman""","""electric light orchestra""",FALSE,9,Epic/Legacy,1972,,1970s,TRUE
silver,1976,"""Wham Bam""","""silver""",TRUE,1,Epic/Nashville,1964,,1970s,FALSE
keith carradine,1976,"""I'm Easy""","""keith carradine""",TRUE,1,MCA Nashville,1975-01-01,,1970s,FALSE
harold melvin,1976,"""Wake Up Everybody""","[""harold melvin"",""the blue notes""]",TRUE,1,UNI/MOTOWN,1975-05,,1970s,TRUE
war,1976,"""Summer""","""war""",FALSE,7,Parlophone Denmark,1995,,1970s,FALSE
john travolta,1976,"""Let Her In""","""john travolta""",TRUE,3,HHO,1978,,1970s,FALSE
sweet,1976,"""Fox on the Run""","""sweet""",FALSE,4,Capitol Records,1974-11,,1970s,TRUE
fleetwood mac,1976,"""Rhiannon""","""fleetwood mac""",FALSE,10,Warner Records,1975-07-11,,1970s,TRUE
the beatles,1976,"""Got to Get You into My Life""","""the beatles""",FALSE,3,EMI Catalogue,1966-08-05,,1970s,FALSE
bee gees,1976,"""Fanny (Be Tender with My Love)""","""bee gees""",FALSE,12,Bee Gees Catalog,1975-06-01,,1970s,FALSE
earth,1976,"""Getaway""","[""earth"",""wind"",""fire""]",FALSE,10,Columbia/Legacy,1976-09,,1970s,TRUE
hall,1976,"""She's Gone""","[""hall"",""oates""]",FALSE,3,Rhino Atlantic,1973-01-01,,1970s,TRUE
orleans,1976,"""Still the One""","""orleans""",FALSE,2,Rhino/Elektra,1976,,1970s,TRUE
queen,1976,"""You're My Best Friend""","""queen""",FALSE,8,Hollywood Records,1975-11-21,,1970s,FALSE
jefferson starship,1976,"""With Your Love""","""jefferson starship""",TRUE,2,Rhino,1976-01-01,,1970s,TRUE
foghat,1976,"""Slow Ride""","""foghat""",TRUE,1,Rhino,1975,,1970s,TRUE
ohio players,1976,"""Who'd She Coo?""","""ohio players""",FALSE,4,Island Def Jam,1976-05-01,,1970s,FALSE
thin lizzy,1976,"""The Boys Are Back in Town""","""thin lizzy""",TRUE,1,UMC (Universal Music Catalogue),1976,,1970s,FALSE
david ruffin,1976,"""Walk Away from Love""","""david ruffin""",TRUE,1,UNI/MOTOWN,1975-10-14,,1970s,TRUE
peter frampton,1976,"""Baby, I Love Your Way (Live)""","""peter frampton""",FALSE,3,A&M,1976,,1970s,FALSE
candi staton,1976,"""Young Hearts Run Free""","""candi staton""",TRUE,1,Rhino/Warner Records,1976,,1970s,TRUE
neil sedaka,1976,"""Breaking Up Is Hard to Do""","""neil sedaka""",FALSE,3,RCA Victor/Legacy,1960-12-30,,1970s,TRUE
bay city rollers,1976,"""Money Honey""","""bay city rollers""",FALSE,3,Mercury Records,1975-08-16,,1970s,FALSE
parliament,1976,"""Give Up the Funk (Tear the Roof off the Sucker)""","""parliament""",TRUE,2,Def Jam West,1975-12-15,,1970s,FALSE
larry groce,1976,"""Junk Food Junkie""","""larry groce""",TRUE,1,Curb Records,1975-10-01,,1970s,FALSE
barry manilow,1976,"""Tryin' to Get the Feeling Again""","""barry manilow""",FALSE,11,Arista/Legacy,1975,,1970s,TRUE
kiss,1976,"""Rock and Roll All Nite (Live)""","""kiss""",TRUE,3,Casablanca Records,1975-09-10,,1970s,FALSE
rick dees,1976,"""Disco Duck""","[""rick dees"",""his cast of idiots""]",TRUE,1,UMC (Universal Music Catalogue),1977-01-01,,1970s,FALSE
steve miller band,1976,"""Take the Money and Run""","""steve miller band""",FALSE,5,CAPITOL CATALOG MKT (C92),1976-01-01,,1970s,FALSE
the who,1976,"""Squeeze Box""","""the who""",FALSE,2,Special Products,1975-10-03,,1970s,FALSE
glen campbell,1976,"""Country Boy (You Got Your Feet in L.A.)""","""glen campbell""",FALSE,4,CMCapNash (N91),1975,,1970s,FALSE
rod stewart,1977,"""Tonight's the Night (Gonna Be Alright)""","""rod stewart""",FALSE,14,Rhino/Warner Records,1976,,1970s,TRUE
andy gibb,1977,"""I Just Want to Be Your Everything""","""andy gibb""",TRUE,7,Andy Gibb,1977-09-09,,1970s,FALSE
the emotions,1977,"""Best of My Love""","""the emotions""",TRUE,1,Legacy Recordings,1977-06-10,,1970s,FALSE
barbra streisand,1977,"""Evergreen (Love Theme from A Star Is Born)""","""barbra streisand""",FALSE,10,Columbia,1976-11,,1970s,FALSE
hot,1977,"""Angel in Your Arms""","""hot""",TRUE,1,Atlantic Records,1977-09-15,,1970s,TRUE
kenny nolan,1977,"""I Like Dreamin'""","""kenny nolan""",TRUE,2,StarVista Music,1977-01-01,,1970s,FALSE
thelma houston,1977,"""Don't Leave Me This Way""","""thelma houston""",TRUE,1,UNI/MOTOWN,1976-01-01,,1970s,TRUE
rita coolidge,1977,"""(Your Love Has Lifted Me) Higher and Higher""","""rita coolidge""",TRUE,2,Brunswick Records,1967,,1970s,FALSE
alan o'day,1977,"""Undercover Angel""","""alan o'day""",TRUE,1,Geffen,1973-04-01,,1970s,FALSE
mary macgregor,1977,"""Torn Between Two Lovers""","""mary macgregor""",TRUE,1,Columbia,1992-06-20,,1970s,FALSE
kc and the sunshine band,1977,"""I'm Your Boogie Man""","""kc and the sunshine band""",FALSE,7,Rhino,1975,,1970s,TRUE
abba,1977,"""Dancing Queen""","""abba""",FALSE,6,Polar Music International AB,1976,,1970s,FALSE
leo sayer,1977,"""You Make Me Feel Like Dancing""","""leo sayer""",FALSE,5,Rhino,1976,,1970s,TRUE
jimmy buffett,1977,"""Margaritaville""","""jimmy buffett""",TRUE,1,Geffen*,1977-01-01,,1970s,FALSE
electric light orchestra,1977,"""Telephone Line""","""electric light orchestra""",FALSE,9,Epic/Legacy,1976-09-01,,1970s,TRUE
pablo cruise,1977,"""Whatcha Gonna Do?""","""pablo cruise""",TRUE,3,A&M,1977-01-01,,1970s,FALSE
peter mccann,1977,"""Do You Wanna Make Love""","""peter mccann""",TRUE,1,K-Tel,2010-12-23,,1970s,FALSE
stevie wonder,1977,"""Sir Duke""","""stevie wonder""",FALSE,18,UNI/MOTOWN,1976-09-28,,1970s,TRUE
eagles,1977,"""Hotel California""","""eagles""",FALSE,8,Rhino/Elektra,1976-12-08,,1970s,TRUE
marvin gaye,1977,"""Got to Give It Up""","""marvin gaye""",FALSE,5,UNI/MOTOWN,1983-08-22,,1970s,TRUE
bill conti,1977,"""Gonna Fly Now""","""bill conti""",TRUE,1,Capitol Records,1976-10-14,,1970s,TRUE
glen campbell,1977,"""Southern Nights""","""glen campbell""",FALSE,4,Capitol Records,1977-01-01,,1970s,TRUE
hall,1977,"""Rich Girl""","[""hall"",""oates""]",FALSE,3,RCA Records Label,1976-08-01,,1970s,FALSE
leo sayer,1977,"""When I Need You""","""leo sayer""",FALSE,5,Rhino,1976,,1970s,TRUE
the sylvers,1977,"""Hot Line""","""the sylvers""",FALSE,3,CAPITOL CATALOG MKT (C92),1976-11-09,,1970s,FALSE
rose royce,1977,"""Car Wash""","""rose royce""",TRUE,2,Geffen*,1976-01-01,,1970s,FALSE
marilyn mccoo,1977,"""You Don't Have to Be a Star (To Be in My Show)""","[""marilyn mccoo"",""billy davis jr.""]",TRUE,1,BMG Special Products,1976,,1970s,FALSE
steve miller band,1977,"""Fly Like an Eagle""","""steve miller band""",FALSE,5,CAPITOL CATALOG MKT (C92),1976-01-01,,1970s,FALSE
david soul,1977,"""Don't Give Up on Us""","""david soul""",TRUE,1,Private Stock Records,1976-11-06,,1970s,FALSE
stephen bishop,1977,"""On and On""","""stephen bishop""",TRUE,2,Hip-O Select,1976-01-01,,1970s,FALSE
foreigner,1977,"""Feels Like the First Time""","""foreigner""",TRUE,9,Rhino Atlantic,1977-03-08,,1970s,TRUE
climax blues band,1977,"""Couldn't Get It Right""","""climax blues band""",TRUE,2,Chrysalis Copyrights,1969-01-01,,1970s,FALSE
commodores,1977,"""Easy""","""commodores""",FALSE,8,Motown,1977-01-01,,1970s,FALSE
jennifer warnes,1977,"""Right Time of the Night""","""jennifer warnes""",TRUE,1,Arista/Legacy,1976,,1970s,TRUE
natalie cole,1977,"""I've Got Love on My Mind""","""natalie cole""",TRUE,4,Capitol Records,1977-01-01,,1970s,TRUE
manfred mann's earth band,1977,"""Blinded by the Light""","""manfred mann's earth band""",TRUE,1,East Central One,1976,,1970s,FALSE
barry manilow,1977,"""Looks Like We Made It""","""barry manilow""",FALSE,11,Arista/Legacy,1976,,1970s,TRUE
atlanta rhythm section,1977,"""So in to You""","""atlanta rhythm section""",TRUE,2,Universal Records,1976-12,,1970s,FALSE
fleetwood mac,1977,"""Dreams""","""fleetwood mac""",FALSE,10,Rhino/Warner Records,1977-02-04,,1970s,TRUE
the jacksons,1977,"""Enjoy Yourself""","""the jacksons""",TRUE,3,Epic,1976-11-05,,1970s,FALSE
brick,1977,"""Dazz""","""brick""",TRUE,1,Epic/Legacy,1976,,1970s,TRUE
peter frampton,1977,"""I'm in You""","""peter frampton""",FALSE,3,A&M,1977-05-28,,1970s,FALSE
kenny rogers,1977,"""Lucille""","""kenny rogers""",FALSE,13,EMI Music Nashville (ERN),1976-10-18,,1970s,FALSE
10cc,1977,"""The Things We Do for Love""","""10cc""",FALSE,2,EMI,1977,,1970s,FALSE
shaun cassidy,1977,"""Da Doo Ron Ron""","""shaun cassidy""",TRUE,3,Curb Records,1977-06-07,,1970s,FALSE
james taylor,1977,"""Handy Man""","""james taylor""",FALSE,4,Rhino/Warner Records,1972-11-01,,1970s,TRUE
crosby,1977,"""Just a Song Before I Go""","[""crosby"",""stills"",""nash""]",FALSE,3,Atlantic Records,1977-06-17,,1970s,TRUE
alice cooper,1977,"""You and Me""","""alice cooper""",FALSE,6,Rhino/Warner Records,1977,,1970s,TRUE
johnny rivers,1977,"""Swayin' to the Music (Slow Dancing)""","""johnny rivers""",FALSE,2,Curb Records,1993-10-05,,1970s,FALSE
andrew gold,1977,"""Lonely Boy""","""andrew gold""",TRUE,1,Rhino/Elektra,1976,,1970s,TRUE
stevie wonder,1977,"""I Wish""","""stevie wonder""",FALSE,18,UNI/MOTOWN,1976-09-28,,1970s,TRUE
fleetwood mac,1977,"""Don't Stop""","""fleetwood mac""",FALSE,10,Rhino/Warner Records,1977-02-04,,1970s,TRUE
heart,1977,"""Barracuda""","""heart""",TRUE,8,Epic/Portrait,1977-05-14,,1970s,FALSE
the brothers johnson,1977,"""Strawberry Letter 23""","""the brothers johnson""",FALSE,3,A&M,1977-01-01,,1970s,FALSE
bob seger,1977,"""Night Moves""","[""bob seger"",""the silver bullet band""]",TRUE,6,Bob Seger,1976-10-22,,1970s,FALSE
helen reddy,1977,"""You're My World""","""helen reddy""",FALSE,7,Capitol Records,1977,,1970s,TRUE
the marshall tucker band,1977,"""Heard It in a Love Song""","""the marshall tucker band""",TRUE,1,Reservoir Recordings,1977-01-01,,1970s,FALSE
kansas,1977,"""Carry On Wayward Son""","""kansas""",TRUE,2,Epic/Legacy,1976,,1970s,TRUE
eagles,1977,"""New Kid in Town""","""eagles""",FALSE,8,Rhino/Elektra,1976-12-08,,1970s,TRUE
barbra streisand,1977,"""My Heart Belongs to Me""","""barbra streisand""",FALSE,10,Columbia,1977-06-01,,1970s,FALSE
engelbert humperdinck,1977,"""After the Lovin'""","""engelbert humperdinck""",TRUE,1,Ace Records,1971-01-01,,1970s,FALSE
steve miller band,1977,"""Jet Airliner""","""steve miller band""",FALSE,5,CAPITOL CATALOG MKT (C92),1977-01-01,,1970s,FALSE
burton cummings,1977,"""Stand Tall""","""burton cummings""",TRUE,1,Epic/Legacy,1976,,1970s,TRUE
elvis presley,1977,"""Way Down""","""elvis presley""",FALSE,3,RCA Records Label,1977-07-19,,1970s,FALSE
barry manilow,1977,"""Weekend in New England""","""barry manilow""",FALSE,11,Arista/Legacy,1976,,1970s,TRUE
ronnie milsap,1977,"""It Was Almost Like a Song""","""ronnie milsap""",TRUE,4,Craft Recordings,1977-07-01,,1970s,FALSE
sanford-townsend band,1977,"""Smoke from a Distant Fire""","""sanford-townsend band""",TRUE,1,Rhino/Warner Records,1976,,1970s,TRUE
foreigner,1977,"""Cold as Ice""","""foreigner""",FALSE,9,Rhino Atlantic,1977-03-08,,1970s,TRUE
dean friedman,1977,"""Ariel""","""dean friedman""",TRUE,1,Lifesong,1977-02-04,,1970s,FALSE
bread,1977,"""Lost Without Your Love""","""bread""",FALSE,4,Rhino/Elektra,1973-06-01,,1970s,TRUE
meco,1977,"""Star Wars Theme/Cantina Band""","""meco""",TRUE,1,Island Def Jam,1977-01-01,,1970s,FALSE
the floaters,1977,"""Float On""","""the floaters""",TRUE,1,Geffen,1977-06-22,,1970s,FALSE
lord david dundas,1977,"""Jeans On""","""lord david dundas""",TRUE,1,Independent,2015-03-08,,1970s,FALSE
boz scaggs,1977,"""Lido Shuffle""","""boz scaggs""",FALSE,5,Columbia/Legacy,1976-02-18,,1970s,TRUE
kc and the sunshine band,1977,"""Keep It Comin' Love""","""kc and the sunshine band""",FALSE,7,Parlophone UK,2003-03-03,,1970s,FALSE
bay city rollers,1977,"""You Made Me Believe in Magic""","""bay city rollers""",FALSE,3,Arista,1977-03-07,,1970s,FALSE
electric light orchestra,1977,"""Livin' Thing""","""electric light orchestra""",FALSE,9,Epic/Legacy,1976-09-01,,1970s,TRUE
supertramp,1977,"""Give a Little Bit""","""supertramp""",TRUE,3,A&M,1977-01-01,,1970s,FALSE
shaun cassidy,1977,"""That's Rock 'n' Roll""","""shaun cassidy""",FALSE,3,Capitol Records,1971,,1970s,TRUE
bee gees,1977,"""Love So Right""","""bee gees""",FALSE,12,Bee Gees Catalog,1976-01-01,,1970s,FALSE
the spinners,1977,"""The Rubberband Man""","""the spinners""",FALSE,7,Rhino Atlantic,1976,,1970s,TRUE
alice cooper,1977,"""I Never Cry""","""alice cooper""",FALSE,6,Rhino,1971,,1970s,TRUE
carly simon,1977,"""Nobody Does It Better""","""carly simon""",FALSE,6,Mirage Records / Unidisc Music Inc.,1982-01-01,,1970s,FALSE
the sylvers,1977,"""High School Dance""","""the sylvers""",FALSE,3,Aerosmith P&D - Sony,1975-04-08,,1970s,FALSE
kenny nolan,1977,"""Love's Grown Deep""","""kenny nolan""",FALSE,2,CM BLUE NOTE (A92),1962-01-01,,1970s,FALSE
joe tex,1977,"""Ain't Gonna Bump No More (With No Big Fat Woman)""","""joe tex""",FALSE,2,Sony ATV,1969-01-01,,1970s,FALSE
rose royce,1977,"""I Wanna Get Next to You""","""rose royce""",FALSE,2,Geffen*,1976-01-01,,1970s,FALSE
queen,1977,"""Somebody to Love""","""queen""",FALSE,8,Hollywood Records,1976-12-10,,1970s,FALSE
captain,1977,"""Muskrat Love""","[""captain"",""tennille""]",FALSE,5,Rhino/Warner Records,1973,,1970s,TRUE
aerosmith,1977,"""Walk This Way""","""aerosmith""",FALSE,12,Aerosmith P&D - Sony,1975-04-08,,1970s,FALSE
dr. buzzard's original savannah band,1977,"""Cherchez La Femme""","""dr. buzzard's original savannah band""",TRUE,1,RCA Records Label,1976,,1970s,FALSE
al stewart,1977,"""Year of the Cat""","""al stewart""",TRUE,2,Rhino,1976,,1970s,TRUE
heatwave,1977,"""Boogie Nights""","""heatwave""",TRUE,3,Sony Music CG,1977-06-27,,1970s,FALSE
fleetwood mac,1977,"""Go Your Own Way""","""fleetwood mac""",FALSE,10,Rhino/Warner Records,1977-02-04,,1970s,TRUE
elton john,1977,"""Sorry Seems to Be the Hardest Word""","""elton john""",FALSE,28,EMI,1976-01-01,,1970s,FALSE
b.j. thomas,1977,"""Don't Worry Baby""","""b.j. thomas""",FALSE,4,Gusto Records,1968,,1970s,FALSE
abba,1977,"""Knowing Me, Knowing You""","""abba""",FALSE,6,Polar Music International AB,1976,,1970s,FALSE
leo sayer,1977,"""How Much Love""","""leo sayer""",FALSE,5,Rhino,1976,,1970s,TRUE
london symphony orchestra,1977,"""Star Wars (Main Title)""","""london symphony orchestra""",TRUE,1,Walt Disney Records,1977-01-01,,1970s,FALSE
c.j.,1977,"""Devil's Gun""","[""c.j."",""company""]",TRUE,1,Westbound Records,1998-06-01,,1970s,FALSE
andy gibb,1978,"""Shadow Dancing""","""andy gibb""",FALSE,7,Bee Gees Catalog,1976-01-01,,1970s,FALSE
bee gees,1978,"""Night Fever""","""bee gees""",FALSE,12,Bee Gees Catalog,1979-01-01,,1970s,FALSE
debby boone,1978,"""You Light Up My Life""","""debby boone""",TRUE,1,Curb Records,1977-07-01,,1970s,FALSE
bee gees,1978,"""Stayin' Alive""","""bee gees""",FALSE,12,Bee Gees Catalog,1979-01-01,,1970s,FALSE
exile,1978,"""Kiss You All Over""","""exile""",TRUE,1,Curb Records,1978-01-01,,1970s,FALSE
bee gees,1978,"""How Deep Is Your Love""","""bee gees""",FALSE,12,Bee Gees Catalog,1979-01-01,,1970s,FALSE
player,1978,"""Baby Come Back""","""player""",TRUE,2,UMC (Universal Music Catalogue),1977-09-01,,1970s,FALSE
andy gibb,1978,"""(Love Is) Thicker Than Water""","""andy gibb""",FALSE,7,Andy Gibb,1977-09-09,,1970s,FALSE
a taste of honey,1978,"""Boogie Oogie Oogie""","""a taste of honey""",TRUE,2,Capitol Records,1978,,1970s,TRUE
commodores,1978,"""Three Times a Lady""","""commodores""",FALSE,8,Motown,1978-01-01,,1970s,FALSE
frankie valli,1978,"""Grease""","""frankie valli""",FALSE,3,Rhino,1962-10-01,,1970s,TRUE
paul davis,1978,"""I Go Crazy""","""paul davis""",TRUE,3,Legacy Recordings,1977-03-17,,1970s,FALSE
john travolta,1978,"""You're the One That I Want""","[""john travolta"",""olivia newton-john""]",FALSE,3,UMC (Universal Music Catalogue),1978-04-04,,1970s,FALSE
samantha sang,1978,"""Emotion""","""samantha sang""",TRUE,1,Private Stock Records,1977-12-06,,1970s,FALSE
eric clapton,1978,"""Lay Down Sally""","""eric clapton""",FALSE,8,Universal Music Group International,1977-11-01,,1970s,FALSE
the rolling stones,1978,"""Miss You""","""the rolling stones""",FALSE,6,Polydor Associated Labels,1978-06-09,,1970s,FALSE
billy joel,1978,"""Just the Way You Are""","""billy joel""",TRUE,12,Columbia/Legacy,1977,,1970s,TRUE
wings,1978,"""With a Little Luck""","""wings""",FALSE,5,Paul McCartney Catalog,1978-03-31,,1970s,FALSE
yvonne elliman,1978,"""If I Can't Have You""","""yvonne elliman""",TRUE,1,Bee Gees Catalog,1977-11-15,,1970s,FALSE
chic,1978,"""Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)""","""chic""",TRUE,4,Rhino Atlantic,1977-01-01,,1970s,TRUE
chuck mangione,1978,"""Feels So Good""","""chuck mangione""",TRUE,1,A&M,1977-12-08,,1970s,FALSE
nick gilder,1978,"""Hot Child in the City""","""nick gilder""",TRUE,1,Renaissance Records,1980-08-27,,1970s,FALSE
sweet,1978,"""Love Is Like Oxygen""","""sweet""",FALSE,4,Capitol Records,1993-01-01,,1970s,TRUE
bonnie tyler,1978,"""It's a Heartache""","""bonnie tyler""",TRUE,2,Grapefruit Records,1976-01-01,,1970s,FALSE
queen,1978,"""We Will Rock You"" / ""We Are the Champions""","""queen""",FALSE,8,Hollywood Records,1977-10-28,,1970s,FALSE
gerry rafferty,1978,"""Baker Street""","""gerry rafferty""",TRUE,1,Parlophone UK,1978,,1970s,FALSE
barry manilow,1978,"""Can't Smile Without You""","""barry manilow""",FALSE,11,Arista/Legacy,1978,,1970s,TRUE
johnny mathis,1978,"""Too Much, Too Little, Too Late""","[""johnny mathis"",""deniece williams""]",TRUE,1,Columbia,1978,,1970s,FALSE
peter brown,1978,"""Dance With Me""","""peter brown""",TRUE,1,Rhino,1977,,1970s,TRUE
meat loaf,1978,"""Two Out of Three Ain't Bad""","""meat loaf""",TRUE,4,Cleveland International/ Epic/Legacy,1977-10-21,,1970s,TRUE
raydio,1978,"""Jack And Jill""","""raydio""",TRUE,3,Legacy Recordings,1978-05-07,,1970s,FALSE
abba,1978,"""Take a Chance on Me""","""abba""",FALSE,6,Polar Music International AB,1977,,1970s,FALSE
dan hill,1978,"""Sometimes When We Touch""","""dan hill""",TRUE,2,Anthem Records,1977,,1970s,FALSE
donna summer,1978,"""Last Dance""","""donna summer""",FALSE,11,Island Def Jam,1979-04-25,,1970s,FALSE
olivia newton-john,1978,"""Hopelessly Devoted to You""","""olivia newton-john""",FALSE,13,UMC (Universal Music Catalogue),1978-04-04,,1970s,FALSE
foreigner,1978,"""Hot Blooded""","""foreigner""",FALSE,9,Rhino Atlantic,1978,,1970s,TRUE
rod stewart,1978,"""You're in My Heart (The Final Acclaim)""","""rod stewart""",FALSE,14,Mercury Records,1971-05-18,,1970s,FALSE
roberta flack,1978,"""The Closer I Get to You""","[""roberta flack"",""donny hathaway""]",FALSE,6,Atlantic Records,1977,,1970s,TRUE
kansas,1978,"""Dust in the Wind""","""kansas""",FALSE,2,Epic/Legacy,1977,,1970s,TRUE
walter egan,1978,"""Magnet and Steel""","""walter egan""",TRUE,1,Legacy Recordings,1978-05-09,,1970s,FALSE
randy newman,1978,"""Short People""","""randy newman""",TRUE,1,Warner Records,1977-09-23,,1970s,TRUE
the o'jays,1978,"""Use ta Be My Girl""","""the o'jays""",FALSE,6,Legacy Recordings,1978-10-29,,1970s,FALSE
natalie cole,1978,"""Our Love""","""natalie cole""",FALSE,4,Capitol Records,1977-01-01,,1970s,TRUE
pablo cruise,1978,"""Love Will Find a Way""","""pablo cruise""",FALSE,3,A&M,1978,,1970s,FALSE
andy gibb,1978,"""An Everlasting Love""","""andy gibb""",FALSE,7,Andy Gibb,1978-04-04,,1970s,FALSE
john paul young,1978,"""Love Is in the Air""","""john paul young""",TRUE,1,Albert Productions,2006-07-29,,1970s,FALSE
david gates,1978,"""Goodbye Girl""","""david gates""",TRUE,1,Rhino/Elektra,1978,,1970s,TRUE
paul simon,1978,"""Slip Slidin' Away""","""paul simon""",FALSE,5,Legacy Recordings,1975-10-25,,1970s,FALSE
heatwave,1978,"""The Groove Line""","""heatwave""",FALSE,3,Sony Music UK,1978-03-31,,1970s,FALSE
jay ferguson,1978,"""Thunder Island""","""jay ferguson""",TRUE,1,Rhino/Elektra,1978,,1970s,TRUE
atlanta rhythm section,1978,"""Imaginary Lover""","""atlanta rhythm section""",FALSE,2,Universal Records,1976-12,,1970s,FALSE
bob seger,1978,"""Still the Same""","[""bob seger"",""the silver bullet band""]",FALSE,6,Bob Seger,1978-05-05,,1970s,FALSE
toby beau,1978,"""My Angel Baby""","""toby beau""",TRUE,1,Psychopathic,2012,,1970s,FALSE
the trammps,1978,"""Disco Inferno""","""the trammps""",TRUE,1,Rhino Atlantic,1976,,1970s,TRUE
george benson,1978,"""On Broadway""","""george benson""",FALSE,4,Rhino/Warner Records,1976,,1970s,TRUE
styx,1978,"""Come Sail Away""","""styx""",FALSE,9,Universal Music Enterprises,1973,,1970s,FALSE
l.t.d.,1978,"""(Every Time I Turn Around) Back in Love Again""","""l.t.d.""",TRUE,1,A&M,1977-01-01,,1970s,FALSE
player,1978,"""This Time I'm in It for Love""","""player""",FALSE,2,UMC (Universal Music Catalogue),1977-09-01,,1970s,FALSE
carly simon,1978,"""You Belong to Me""","""carly simon""",FALSE,6,Rhino/Elektra,1978,,1970s,TRUE
dolly parton,1978,"""Here You Come Again""","""dolly parton""",TRUE,2,RCA/Legacy,1977-10-03,,1970s,TRUE
linda ronstadt,1978,"""Blue Bayou""","""linda ronstadt""",FALSE,9,Capitol Records,1974,,1970s,TRUE
